D0307 08:48:34.615730602    2805 ev_posix.cc:172]            Using polling engine: epollex
I0307 08:48:34.629228226    2823 timer_generic.cc:622]         .. result --> 1, shard[3]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.629272767    2823 timer_generic.cc:518]         .. shard[4]: heap_empty=true
I0307 08:48:34.629310398    2823 timer_generic.cc:489]         .. shard[4]->queue_deadline_cap --> 2828
I0307 08:48:34.629347109    2823 timer_generic.cc:563]         .. shard[4] popped 0
I0307 08:48:34.629392001    2823 timer_generic.cc:622]         .. result --> 1, shard[4]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.629441882    2823 timer_generic.cc:518]         .. shard[5]: heap_empty=true
I0307 08:48:34.629480413    2823 timer_generic.cc:489]         .. shard[5]->queue_deadline_cap --> 2828
I0307 08:48:34.629516914    2823 timer_generic.cc:563]         .. shard[5] popped 0
I0307 08:48:34.629552105    2823 timer_generic.cc:622]         .. result --> 1, shard[5]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.629590587    2823 timer_generic.cc:518]         .. shard[6]: heap_empty=true
I0307 08:48:34.629627898    2823 timer_generic.cc:489]         .. shard[6]->queue_deadline_cap --> 2828
I0307 08:48:34.629663639    2823 timer_generic.cc:563]         .. shard[6] popped 0
I0307 08:48:34.629699150    2823 timer_generic.cc:622]         .. result --> 1, shard[6]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.629741381    2823 timer_generic.cc:518]         .. shard[7]: heap_empty=true
I0307 08:48:34.629780432    2823 timer_generic.cc:489]         .. shard[7]->queue_deadline_cap --> 2828
I0307 08:48:34.629821433    2823 timer_generic.cc:563]         .. shard[7] popped 0
I0307 08:48:34.629855554    2823 timer_generic.cc:622]         .. result --> 1, shard[7]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.629893445    2823 timer_generic.cc:518]         .. shard[8]: heap_empty=true
I0307 08:48:34.629929617    2823 timer_generic.cc:489]         .. shard[8]->queue_deadline_cap --> 2828
I0307 08:48:34.629965688    2823 timer_generic.cc:563]         .. shard[8] popped 0
I0307 08:48:34.629999669    2823 timer_generic.cc:622]         .. result --> 1, shard[8]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630041430    2823 timer_generic.cc:518]         .. shard[9]: heap_empty=true
I0307 08:48:34.630079361    2823 timer_generic.cc:489]         .. shard[9]->queue_deadline_cap --> 2828
I0307 08:48:34.630115662    2823 timer_generic.cc:563]         .. shard[9] popped 0
I0307 08:48:34.630150843    2823 timer_generic.cc:622]         .. result --> 1, shard[9]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630189664    2823 timer_generic.cc:518]         .. shard[10]: heap_empty=true
I0307 08:48:34.630226315    2823 timer_generic.cc:489]         .. shard[10]->queue_deadline_cap --> 2828
I0307 08:48:34.630261866    2823 timer_generic.cc:563]         .. shard[10] popped 0
I0307 08:48:34.630295877    2823 timer_generic.cc:622]         .. result --> 1, shard[10]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630337329    2823 timer_generic.cc:518]         .. shard[11]: heap_empty=true
I0307 08:48:34.630383370    2823 timer_generic.cc:489]         .. shard[11]->queue_deadline_cap --> 2828
I0307 08:48:34.630427851    2823 timer_generic.cc:563]         .. shard[11] popped 0
I0307 08:48:34.630462692    2823 timer_generic.cc:622]         .. result --> 1, shard[11]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630501883    2823 timer_generic.cc:518]         .. shard[12]: heap_empty=true
I0307 08:48:34.630538574    2823 timer_generic.cc:489]         .. shard[12]->queue_deadline_cap --> 2828
I0307 08:48:34.630573565    2823 timer_generic.cc:563]         .. shard[12] popped 0
I0307 08:48:34.630607276    2823 timer_generic.cc:622]         .. result --> 1, shard[12]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630646228    2823 timer_generic.cc:518]         .. shard[13]: heap_empty=true
I0307 08:48:34.630683339    2823 timer_generic.cc:489]         .. shard[13]->queue_deadline_cap --> 2828
I0307 08:48:34.630718980    2823 timer_generic.cc:563]         .. shard[13] popped 0
I0307 08:48:34.630753861    2823 timer_generic.cc:622]         .. result --> 1, shard[13]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630799792    2823 timer_generic.cc:518]         .. shard[14]: heap_empty=true
I0307 08:48:34.630838373    2823 timer_generic.cc:489]         .. shard[14]->queue_deadline_cap --> 2828
I0307 08:48:34.630873794    2823 timer_generic.cc:563]         .. shard[14] popped 0
I0307 08:48:34.630908395    2823 timer_generic.cc:622]         .. result --> 1, shard[14]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.630950586    2823 timer_generic.cc:518]         .. shard[15]: heap_empty=true
I0307 08:48:34.630994358    2823 timer_generic.cc:489]         .. shard[15]->queue_deadline_cap --> 2828
I0307 08:48:34.631029839    2823 timer_generic.cc:563]         .. shard[15] popped 0
I0307 08:48:34.631064270    2823 timer_generic.cc:622]         .. result --> 1, shard[15]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631102251    2823 timer_generic.cc:518]         .. shard[16]: heap_empty=true
I0307 08:48:34.631139062    2823 timer_generic.cc:489]         .. shard[16]->queue_deadline_cap --> 2828
I0307 08:48:34.631173463    2823 timer_generic.cc:563]         .. shard[16] popped 0
I0307 08:48:34.631207364    2823 timer_generic.cc:622]         .. result --> 1, shard[16]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631245005    2823 timer_generic.cc:518]         .. shard[17]: heap_empty=true
I0307 08:48:34.631281696    2823 timer_generic.cc:489]         .. shard[17]->queue_deadline_cap --> 2828
I0307 08:48:34.631317547    2823 timer_generic.cc:563]         .. shard[17] popped 0
I0307 08:48:34.631351908    2823 timer_generic.cc:622]         .. result --> 1, shard[17]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631396979    2823 timer_generic.cc:518]         .. shard[18]: heap_empty=true
I0307 08:48:34.631435370    2823 timer_generic.cc:489]         .. shard[18]->queue_deadline_cap --> 2828
I0307 08:48:34.631470271    2823 timer_generic.cc:563]         .. shard[18] popped 0
I0307 08:48:34.631504482    2823 timer_generic.cc:622]         .. result --> 1, shard[18]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631543174    2823 timer_generic.cc:518]         .. shard[19]: heap_empty=true
I0307 08:48:34.631585085    2823 timer_generic.cc:489]         .. shard[19]->queue_deadline_cap --> 2828
I0307 08:48:34.631619726    2823 timer_generic.cc:563]         .. shard[19] popped 0
I0307 08:48:34.631654147    2823 timer_generic.cc:622]         .. result --> 1, shard[19]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631691038    2823 timer_generic.cc:518]         .. shard[20]: heap_empty=true
I0307 08:48:34.631727479    2823 timer_generic.cc:489]         .. shard[20]->queue_deadline_cap --> 2828
I0307 08:48:34.631763520    2823 timer_generic.cc:563]         .. shard[20] popped 0
I0307 08:48:34.631797851    2823 timer_generic.cc:622]         .. result --> 1, shard[20]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631835452    2823 timer_generic.cc:518]         .. shard[21]: heap_empty=true
I0307 08:48:34.631871763    2823 timer_generic.cc:489]         .. shard[21]->queue_deadline_cap --> 2828
I0307 08:48:34.631908064    2823 timer_generic.cc:563]         .. shard[21] popped 0
I0307 08:48:34.631942825    2823 timer_generic.cc:622]         .. result --> 1, shard[21]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.631980686    2823 timer_generic.cc:518]         .. shard[22]: heap_empty=true
I0307 08:48:34.632017528    2823 timer_generic.cc:489]         .. shard[22]->queue_deadline_cap --> 2828
I0307 08:48:34.632052679    2823 timer_generic.cc:563]         .. shard[22] popped 0
I0307 08:48:34.632086300    2823 timer_generic.cc:622]         .. result --> 1, shard[22]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632131631    2823 timer_generic.cc:518]         .. shard[23]: heap_empty=true
I0307 08:48:34.632175702    2823 timer_generic.cc:489]         .. shard[23]->queue_deadline_cap --> 2828
I0307 08:48:34.632210583    2823 timer_generic.cc:563]         .. shard[23] popped 0
I0307 08:48:34.632244824    2823 timer_generic.cc:622]         .. result --> 1, shard[23]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632287465    2823 timer_generic.cc:518]         .. shard[24]: heap_empty=true
I0307 08:48:34.632324817    2823 timer_generic.cc:489]         .. shard[24]->queue_deadline_cap --> 2828
I0307 08:48:34.632360988    2823 timer_generic.cc:563]         .. shard[24] popped 0
I0307 08:48:34.632404129    2823 timer_generic.cc:622]         .. result --> 1, shard[24]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632446050    2823 timer_generic.cc:518]         .. shard[25]: heap_empty=true
I0307 08:48:34.632482911    2823 timer_generic.cc:489]         .. shard[25]->queue_deadline_cap --> 2828
I0307 08:48:34.632519692    2823 timer_generic.cc:563]         .. shard[25] popped 0
I0307 08:48:34.632555103    2823 timer_generic.cc:622]         .. result --> 1, shard[25]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632593664    2823 timer_generic.cc:518]         .. shard[26]: heap_empty=true
I0307 08:48:34.632630335    2823 timer_generic.cc:489]         .. shard[26]->queue_deadline_cap --> 2828
I0307 08:48:34.632665406    2823 timer_generic.cc:563]         .. shard[26] popped 0
I0307 08:48:34.632699827    2823 timer_generic.cc:622]         .. result --> 1, shard[26]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632738079    2823 timer_generic.cc:518]         .. shard[27]: heap_empty=true
I0307 08:48:34.632778200    2823 timer_generic.cc:489]         .. shard[27]->queue_deadline_cap --> 2828
I0307 08:48:34.632813501    2823 timer_generic.cc:563]         .. shard[27] popped 0
I0307 08:48:34.632847542    2823 timer_generic.cc:622]         .. result --> 1, shard[27]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.632885133    2823 timer_generic.cc:518]         .. shard[28]: heap_empty=true
I0307 08:48:34.632922094    2823 timer_generic.cc:489]         .. shard[28]->queue_deadline_cap --> 2828
I0307 08:48:34.632957385    2823 timer_generic.cc:563]         .. shard[28] popped 0
I0307 08:48:34.632991536    2823 timer_generic.cc:622]         .. result --> 1, shard[28]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.633032927    2823 timer_generic.cc:518]         .. shard[29]: heap_empty=true
I0307 08:48:34.633070668    2823 timer_generic.cc:489]         .. shard[29]->queue_deadline_cap --> 2828
I0307 08:48:34.633106619    2823 timer_generic.cc:563]         .. shard[29] popped 0
I0307 08:48:34.633141710    2823 timer_generic.cc:622]         .. result --> 1, shard[29]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.633179021    2823 timer_generic.cc:518]         .. shard[30]: heap_empty=true
I0307 08:48:34.633214542    2823 timer_generic.cc:489]         .. shard[30]->queue_deadline_cap --> 2828
I0307 08:48:34.633250643    2823 timer_generic.cc:563]         .. shard[30] popped 0
I0307 08:48:34.633285555    2823 timer_generic.cc:622]         .. result --> 1, shard[30]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.633323266    2823 timer_generic.cc:518]         .. shard[31]: heap_empty=true
I0307 08:48:34.633363307    2823 timer_generic.cc:489]         .. shard[31]->queue_deadline_cap --> 2828
I0307 08:48:34.644435650    2823 timer_generic.cc:563]         .. shard[31] popped 0
I0307 08:48:34.644486002    2823 timer_generic.cc:622]         .. result --> 1, shard[31]->min_deadline 1816 --> 2829, now=1828
I0307 08:48:34.644532123    2823 timer_generic.cc:730]       TIMER CHECK END: r=1; next=2829
I0307 08:48:34.644573934    2823 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0307 08:48:34.635485109    2805 server.cc:1568]             grpc_server_set_config_fetcher(server=0x1b12c50, config_fetcher=(nil))
I0307 08:48:34.644910034    2805 server.cc:1463]             grpc_server_register_completion_queue(server=0x1b12c50, cq=0x1b13170, reserved=(nil))
I0307 08:48:34.645167972    2805 server.cc:1484]             grpc_server_register_method(server=0x1b12c50, method=/NumberService/Sum, host=(null), flags=0x00000000)
I0307 08:48:34.645449180    2805 server.cc:1484]             grpc_server_register_method(server=0x1b12c50, method=/grpc.reflection.v1alpha.ServerReflection/ServerReflectionInfo, host=(null), flags=0x00000000)
I0307 08:48:34.645632735    2805 chttp2_server.cc:1008]      grpc_server_add_http2_port(server=0x1b12c50, addr=10.8.10.79:5000, creds=0x1b1f330)
I0307 08:48:34.645757589    2805 ref_counted.h:86]           security_connector_refcount:0x1b1a678 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:87 ref 1 -> 2 connector_arg_copy
I0307 08:48:34.646115679    2805 ref_counted.h:86]           security_connector_refcount:0x1b1a678 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:87 ref 2 -> 3 connector_arg_copy
I0307 08:48:34.646239693    2805 ref_counted.h:86]           security_connector_refcount:0x1b1a678 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:87 ref 3 -> 4 connector_arg_copy
I0307 08:48:34.646336106    2805 socket_utils_common_posix.cc:429] Disabling AF_INET6 sockets because ::1 is not available.
I0307 08:48:34.646427388    2805 socket_utils_common_posix.cc:353] TCP_USER_TIMEOUT is available. TCP_USER_TIMEOUT will be used thereafter
I0307 08:48:34.646478900    2805 socket_utils_common_posix.cc:361] Enabling TCP_USER_TIMEOUT with a timeout of 20000 ms
I0307 08:48:34.647106138    2805 ev_posix.cc:253]            (polling-api) fd_create(5, tcp-server-listener:10.8.10.79:5000, 1)
I0307 08:48:34.647151869    2805 ev_posix.cc:254]            (fd-trace) fd_create(5, tcp-server-listener:10.8.10.79:5000, 1)
D0307 08:48:34.647258433    2805 ev_epollex_linux.cc:175]    FD 5 0x1b1fc70 create tcp-server-listener:10.8.10.79:5000 fd=5
I0307 08:48:34.647586402    2805 ref_counted.h:182]          security_connector_refcount:0x1b1a678 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:80 unref 4 -> 3 connector_arg_destroy
I0307 08:48:34.647644484    2805 ref_counted.h:182]          security_connector_refcount:0x1b1a678 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:1048 unref 3 -> 2 server
I0307 08:48:34.647684635    2805 credentials.cc:100]         grpc_server_credentials_release(creds=0x1b1f330)
I0307 08:48:34.647851890    2805 server.cc:1491]             grpc_server_start(server=0x1b12c50)
I0307 08:48:34.647948873    2805 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x1b13278, 5)
I0307 08:48:34.648007214    2805 ev_epollex_linux.cc:1160]   PS:0x1b13278 add fd 0x1b1fc70 (5); transition pollable from empty to fd
I0307 08:48:34.648054606    2805 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 6 (type: 1)
I0307 08:48:34.648099517    2805 ev_epollex_linux.cc:616]    add fd 0x1b1fc70 (5) to pollable 0x1b37980
I0307 08:48:34.648150169    2805 ref_counted.h:86]           pollable_refcount:0x1b37988 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:841 ref 1 -> 2 pollset
D0307 08:48:34.648192900    2805 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1b1fcb0 curr=0 closure=0x1b188f8
I0307 08:48:34.635549031    2822 executor.cc:231]            EXECUTOR (resolver-executor) [0]: step (sub_depth=0)
I0307 08:48:34.644404799    2821 executor.cc:231]            EXECUTOR (default-executor) [0]: step (sub_depth=0)
I0307 08:48:34.661470487    2824 completion_queue.cc:969]    grpc_completion_queue_next(cq=0x1b13170, deadline=gpr_timespec { tv_sec: 3081739, tv_nsec: 861060265, clock_type: 0 }, reserved=(nil))
D0307 08:48:34.661589261    2824 completion_queue.cc:948]    PENDING TAGS:
I0307 08:48:34.661644473    2824 ev_posix.cc:321]            (polling-api) pollset_work(0x1b13278, 11862) begin
I0307 08:48:34.661691024    2824 ev_epollex_linux.cc:1117]   PS:0x1b13278 work hdl=(nil) worker=0x2b67e57568e0 now=1861 deadline=11862 kwp=0 pollable=0x1b37980
I0307 08:48:34.661728525    2824 ref_counted.h:86]           pollable_refcount:0x1b37988 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1015 ref 2 -> 3 pollset_worker
I0307 08:48:34.661780026    2824 ev_epollex_linux.cc:935]    POLLABLE:0x1b37980[type=fd epfd=6 wakeup=7] poll for 10001ms
I0307 08:48:35.629403769    2823 timer_manager.cc:205]       wait ended: was_timed:1 kicked:0
I0307 08:48:35.629481251    2823 timer_generic.cc:705]       TIMER CHECK BEGIN: now=2829 next=9223372036854775807 tls_min=1815 glob_min=2829
I0307 08:48:35.629522212    2823 timer_generic.cc:603]         .. shard[31]->min_deadline = 2829
I0307 08:48:35.629561154    2823 timer_generic.cc:518]         .. shard[31]: heap_empty=true
I0307 08:48:35.629599855    2823 timer_generic.cc:489]         .. shard[31]->queue_deadline_cap --> 3829
I0307 08:48:35.629635766    2823 timer_generic.cc:563]         .. shard[31] popped 0
I0307 08:48:35.629670577    2823 timer_generic.cc:622]         .. result --> 1, shard[31]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.629707358    2823 timer_generic.cc:518]         .. shard[30]: heap_empty=true
I0307 08:48:35.629744559    2823 timer_generic.cc:489]         .. shard[30]->queue_deadline_cap --> 3829
I0307 08:48:35.629793230    2823 timer_generic.cc:563]         .. shard[30] popped 0
I0307 08:48:35.629828391    2823 timer_generic.cc:622]         .. result --> 1, shard[30]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.629865432    2823 timer_generic.cc:518]         .. shard[29]: heap_empty=true
I0307 08:48:35.629902494    2823 timer_generic.cc:489]         .. shard[29]->queue_deadline_cap --> 3829
I0307 08:48:35.629938095    2823 timer_generic.cc:563]         .. shard[29] popped 0
I0307 08:48:35.629973806    2823 timer_generic.cc:622]         .. result --> 1, shard[29]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630011447    2823 timer_generic.cc:518]         .. shard[28]: heap_empty=true
I0307 08:48:35.630048218    2823 timer_generic.cc:489]         .. shard[28]->queue_deadline_cap --> 3829
I0307 08:48:35.630083139    2823 timer_generic.cc:563]         .. shard[28] popped 0
I0307 08:48:35.630118340    2823 timer_generic.cc:622]         .. result --> 1, shard[28]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630155221    2823 timer_generic.cc:518]         .. shard[27]: heap_empty=true
I0307 08:48:35.630191602    2823 timer_generic.cc:489]         .. shard[27]->queue_deadline_cap --> 3829
I0307 08:48:35.630227323    2823 timer_generic.cc:563]         .. shard[27] popped 0
I0307 08:48:35.630261514    2823 timer_generic.cc:622]         .. result --> 1, shard[27]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630298365    2823 timer_generic.cc:518]         .. shard[26]: heap_empty=true
I0307 08:48:35.630335406    2823 timer_generic.cc:489]         .. shard[26]->queue_deadline_cap --> 3829
I0307 08:48:35.630385648    2823 timer_generic.cc:563]         .. shard[26] popped 0
I0307 08:48:35.630423929    2823 timer_generic.cc:622]         .. result --> 1, shard[26]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630461380    2823 timer_generic.cc:518]         .. shard[25]: heap_empty=true
I0307 08:48:35.630498301    2823 timer_generic.cc:489]         .. shard[25]->queue_deadline_cap --> 3829
I0307 08:48:35.630534042    2823 timer_generic.cc:563]         .. shard[25] popped 0
I0307 08:48:35.630569233    2823 timer_generic.cc:622]         .. result --> 1, shard[25]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630606034    2823 timer_generic.cc:518]         .. shard[24]: heap_empty=true
I0307 08:48:35.630642115    2823 timer_generic.cc:489]         .. shard[24]->queue_deadline_cap --> 3829
I0307 08:48:35.630677946    2823 timer_generic.cc:563]         .. shard[24] popped 0
I0307 08:48:35.630713217    2823 timer_generic.cc:622]         .. result --> 1, shard[24]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630749948    2823 timer_generic.cc:518]         .. shard[23]: heap_empty=true
I0307 08:48:35.630785999    2823 timer_generic.cc:489]         .. shard[23]->queue_deadline_cap --> 3829
I0307 08:48:35.630821580    2823 timer_generic.cc:563]         .. shard[23] popped 0
I0307 08:48:35.630856951    2823 timer_generic.cc:622]         .. result --> 1, shard[23]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.630900403    2823 timer_generic.cc:518]         .. shard[22]: heap_empty=true
I0307 08:48:35.630944004    2823 timer_generic.cc:489]         .. shard[22]->queue_deadline_cap --> 3829
I0307 08:48:35.630980475    2823 timer_generic.cc:563]         .. shard[22] popped 0
I0307 08:48:35.631015806    2823 timer_generic.cc:622]         .. result --> 1, shard[22]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631052907    2823 timer_generic.cc:518]         .. shard[21]: heap_empty=true
I0307 08:48:35.631090178    2823 timer_generic.cc:489]         .. shard[21]->queue_deadline_cap --> 3829
I0307 08:48:35.631125489    2823 timer_generic.cc:563]         .. shard[21] popped 0
I0307 08:48:35.631159840    2823 timer_generic.cc:622]         .. result --> 1, shard[21]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631195331    2823 timer_generic.cc:518]         .. shard[20]: heap_empty=true
I0307 08:48:35.631231552    2823 timer_generic.cc:489]         .. shard[20]->queue_deadline_cap --> 3829
I0307 08:48:35.631267623    2823 timer_generic.cc:563]         .. shard[20] popped 0
I0307 08:48:35.631302934    2823 timer_generic.cc:622]         .. result --> 1, shard[20]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631339505    2823 timer_generic.cc:518]         .. shard[19]: heap_empty=true
I0307 08:48:35.631381207    2823 timer_generic.cc:489]         .. shard[19]->queue_deadline_cap --> 3829
I0307 08:48:35.631420188    2823 timer_generic.cc:563]         .. shard[19] popped 0
I0307 08:48:35.631455699    2823 timer_generic.cc:622]         .. result --> 1, shard[19]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631493200    2823 timer_generic.cc:518]         .. shard[18]: heap_empty=true
I0307 08:48:35.631533661    2823 timer_generic.cc:489]         .. shard[18]->queue_deadline_cap --> 3829
I0307 08:48:35.631568522    2823 timer_generic.cc:563]         .. shard[18] popped 0
I0307 08:48:35.631603023    2823 timer_generic.cc:622]         .. result --> 1, shard[18]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631639324    2823 timer_generic.cc:518]         .. shard[17]: heap_empty=true
I0307 08:48:35.631676195    2823 timer_generic.cc:489]         .. shard[17]->queue_deadline_cap --> 3829
I0307 08:48:35.631712256    2823 timer_generic.cc:563]         .. shard[17] popped 0
I0307 08:48:35.631746737    2823 timer_generic.cc:622]         .. result --> 1, shard[17]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631783008    2823 timer_generic.cc:518]         .. shard[16]: heap_empty=true
I0307 08:48:35.631818860    2823 timer_generic.cc:489]         .. shard[16]->queue_deadline_cap --> 3829
I0307 08:48:35.631854541    2823 timer_generic.cc:563]         .. shard[16] popped 0
I0307 08:48:35.631889812    2823 timer_generic.cc:622]         .. result --> 1, shard[16]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.631925643    2823 timer_generic.cc:518]         .. shard[15]: heap_empty=true
I0307 08:48:35.631961804    2823 timer_generic.cc:489]         .. shard[15]->queue_deadline_cap --> 3829
I0307 08:48:35.631997195    2823 timer_generic.cc:563]         .. shard[15] popped 0
I0307 08:48:35.632031596    2823 timer_generic.cc:622]         .. result --> 1, shard[15]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.632067517    2823 timer_generic.cc:518]         .. shard[14]: heap_empty=true
I0307 08:48:35.632108918    2823 timer_generic.cc:489]         .. shard[14]->queue_deadline_cap --> 3829
I0307 08:48:35.632144499    2823 timer_generic.cc:563]         .. shard[14] popped 0
I0307 08:48:35.632180200    2823 timer_generic.cc:622]         .. result --> 1, shard[14]->min_deadline 2829 --> 3830, now=2829
I0307 08:48:35.632220371    2823 timer_generic.cc:518]         .. shard[13]: heap_empty=true
