D0309 17:13:18.124230226   21465 ev_posix.cc:172]            Using polling engine: epollex
I0309 17:13:18.169083065   21465 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 8 (type: 1)
I0309 17:13:18.169127467   21465 ev_epollex_linux.cc:616]    add fd 0x2289260 (5) to pollable 0x22b24d0
D0309 17:13:18.169180948   21465 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x22892a0 curr=0 closure=0x2288ba8
I0309 17:13:18.182803706   21471 completion_queue.cc:969]    grpc_completion_queue_next(cq=0x2293590, deadline=gpr_timespec { tv_sec: 9591294, tv_nsec: 41046665, clock_type: 0 }, reserved=(nil))
D0309 17:13:18.182929520   21471 completion_queue.cc:948]    PENDING TAGS:
I0309 17:13:18.182983621   21471 ev_posix.cc:321]            (polling-api) pollset_work(0x2293698, 12042) begin
I0309 17:13:18.183028062   21471 ev_epollex_linux.cc:1117]   PS:0x2293698 work hdl=(nil) worker=0x2b0a019ad8e0 now=2041 deadline=12042 kwp=0 pollable=0x22b24d0
I0309 17:13:18.183081734   21471 ev_epollex_linux.cc:935]    POLLABLE:0x22b24d0[type=fd epfd=8 wakeup=9] poll for 10001ms
I0309 17:13:20.700326142   21471 ev_epollex_linux.cc:954]    POLLABLE:0x22b24d0 got 1 events
I0309 17:13:20.700411205   21471 ev_epollex_linux.cc:902]    PS:0x2293698 got fd 0x2289260: cancel=0 read=1 write=0
D0309 17:13:20.700449786   21471 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x22892a0 curr=2288ba8
D0309 17:13:20.700492867   21471 exec_ctx.cc:34]             running closure 0x2288ba8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ib_server_posix.cc:803]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
D0309 17:13:20.700541908   21471 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x22892a0 curr=0 closure=0x2288ba8
I0309 17:13:20.700606830   21471 ib_server_posix.cc:561]     Server: on_event RDMA_CM_EVENT_CONNECT_REQUEST
D0309 17:13:20.708116030   21471 exec_ctx.cc:54]             closure 0x2288ba8 finished
I0309 17:13:20.708212122   21471 ev_epollex_linux.cc:660]    PS:0x2293698 (pollable:0x22b24d0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0309 17:13:20.708250413   21471 ev_posix.cc:325]            (polling-api) pollset_work(0x2293698, 12042) end
I0309 17:13:20.708293765   21471 ev_posix.cc:321]            (polling-api) pollset_work(0x2293698, 12042) begin
I0309 17:13:20.708331656   21471 ev_epollex_linux.cc:1117]   PS:0x2293698 work hdl=(nil) worker=0x2b0a019ad8e0 now=4566 deadline=12042 kwp=0 pollable=0x22b24d0
I0309 17:13:20.708375567   21471 ev_epollex_linux.cc:935]    POLLABLE:0x22b24d0[type=fd epfd=8 wakeup=9] poll for 7476ms
I0309 17:13:20.709577942   21471 ev_epollex_linux.cc:954]    POLLABLE:0x22b24d0 got 1 events
I0309 17:13:20.709638124   21471 ev_epollex_linux.cc:902]    PS:0x2293698 got fd 0x2289260: cancel=0 read=1 write=0
D0309 17:13:20.709678395   21471 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x22892a0 curr=2288ba8
D0309 17:13:20.709714666   21471 exec_ctx.cc:34]             running closure 0x2288ba8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ib_server_posix.cc:803]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
D0309 17:13:20.709757817   21471 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x22892a0 curr=0 closure=0x2288ba8
I0309 17:13:20.709793719   21471 ib_server_posix.cc:567]     Server: on_event RDMA_CM_EVENT_ESTABLISHED
I0309 17:13:20.709883461   21471 ib_server_posix.cc:494]     SERVER_CONNECT: incoming connection: ipv4:12.8.10.79:41535
I0309 17:13:20.709921642   21471 ev_posix.cc:253]            (polling-api) fd_create(10, tcp-server-connection:ipv4:12.8.10.79:41535, 1)
I0309 17:13:20.709954313   21471 ev_posix.cc:254]            (fd-trace) fd_create(10, tcp-server-connection:ipv4:12.8.10.79:41535, 1)
D0309 17:13:20.710005195   21471 ev_epollex_linux.cc:175]    FD 10 0x2b0a10231930 create tcp-server-connection:ipv4:12.8.10.79:41535 fd=10
I0309 17:13:20.710040786   21471 ev_posix.cc:253]            (polling-api) fd_create(11, tcp-server-connection:ipv4:12.8.10.79:41535, 1)
I0309 17:13:20.710073897   21471 ev_posix.cc:254]            (fd-trace) fd_create(11, tcp-server-connection:ipv4:12.8.10.79:41535, 1)
D0309 17:13:20.710112928   21471 ev_epollex_linux.cc:175]    FD 11 0x2b0a102319c0 create tcp-server-connection:ipv4:12.8.10.79:41535 fd=11
I0309 17:13:20.710148129   21471 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x2293698, 10)
I0309 17:13:20.710189280   21471 ev_epollex_linux.cc:1177]   PS:0x2293698 add fd 0x2b0a10231930 (10); transition pollable from fd 0x2289260 to multipoller
I0309 17:13:20.710264692   21471 ev_epollex_linux.cc:693]    PS:0x22b24d0 kicked_specific_but_awake
I0309 17:13:20.710308264   21471 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 12 (type: 0)
I0309 17:13:20.710349685   21471 ev_epollex_linux.cc:616]    add fd 0x2289260 (5) to pollable 0x2b0a10231a50
I0309 17:13:20.710385996   21471 ev_epollex_linux.cc:616]    add fd 0x2b0a10231930 (10) to pollable 0x2b0a10231a50
I0309 17:13:20.710456688   21471 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x2293698, 11)
I0309 17:13:20.710501709   21471 ev_epollex_linux.cc:616]    add fd 0x2b0a102319c0 (11) to pollable 0x2b0a10231a50
I0309 17:13:20.710564601   21471 rdma_cm.cc:655]             CREATE:RDMA_CM_ID=0x2b0a10000e30
I0309 17:13:20.710618693   21471 rdma_cm.cc:682]             CREATE:RDMA_CM_ID=0x2b0a10000e30
I0309 17:13:20.711044765   21471 ev_posix.cc:352]            (polling-api) pollset_set_create(0x2b0a10000cc0)
I0309 17:13:20.711092417   21471 ev_posix.cc:364]            (polling-api) pollset_set_add_pollset(0x2b0a10000cc0, 0x2293698)
I0309 17:13:20.711137468   21471 ev_epollex_linux.cc:1451]   PSS:0x2b0a10000cc0: add pollset 0x2293698
I0309 17:13:20.711259831   21471 handshaker.cc:63]           handshake_manager 0x2b0a10232460: adding handshaker security [0x2b0a102326e0] at index 0
I0309 17:13:20.711417306   21471 ib_server.cc:71]            src/core/lib/iomgr/ib_server.cc:grpc_rdma_server_ref()
I0309 17:13:20.711493018   21471 timer_generic.cc:344]       TIMER 0x2b0a102324f8: SET 124569 now 4569 call 0x2b0a10232538[0x2b09f7dc6aea]
I0309 17:13:20.711556670   21471 timer_generic.cc:382]         .. add to shard 17 with queue_deadline_cap=5008 => is_first_timer=false
I0309 17:13:20.711781047   21471 handshaker.cc:90]           handshake_manager 0x2b0a10232460: error="OK" shutdown=0 index=0, args={endpoint=0x2b0a10231f80, args=0x2b0a102316b0 {size=5: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0x228ae20, grpc.server_credentials=0x228b330, grpc.internal.security_connector=0x228c940}, read_buffer=0x2b0a10232b50 (length=0), exit_early=0}
I0309 17:13:20.711830128   21471 handshaker.cc:137]          handshake_manager 0x2b0a10232460: calling handshaker security [0x2b0a102326e0] at index 0
I0309 17:13:20.711936721   21471 security_context.cc:270]    grpc_auth_context_add_cstring_property(ctx=0x2b0a10232c80, name=transport_security_type, value=insecure)
I0309 17:13:20.712000653   21471 security_context.cc:252]    grpc_auth_context_add_property(ctx=0x2b0a10232c80, name=security_level, value=TSI_SECURITY_NONE, value_length=17)
I0309 17:13:20.712048424   21471 chttp2_server.cc:874]       connection_ref->Start(
D0309 17:13:20.712109466   21471 exec_ctx.cc:54]             closure 0x2288ba8 finished
D0309 17:13:20.712144697   21471 exec_ctx.cc:34]             running closure 0x2b0a10232900: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/transport/security_handshaker.cc:126]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/security_connector/insecure/insecure_security_connector.cc:102]
D0309 17:13:20.712341863   21471 exec_ctx.cc:54]             closure 0x2b0a10232900 finished
D0309 17:13:20.712386304   21471 exec_ctx.cc:34]             running closure 0x2b0a102324a8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:198]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/transport/security_handshaker.cc:330]
I0309 17:13:20.712460016   21471 handshaker.cc:90]           handshake_manager 0x2b0a10232460: error="OK" shutdown=0 index=1, args={endpoint=0x2b0a10231f80, args=0x2b0a10232e80 {size=6: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0x228ae20, grpc.server_credentials=0x228b330, grpc.internal.security_connector=0x228c940, grpc.auth_context=0x2b0a10232c80}, read_buffer=0x2b0a10232b50 (length=0), exit_early=0}
I0309 17:13:20.712500108   21471 handshaker.cc:123]          handshake_manager 0x2b0a10232460: handshaking complete -- scheduling on_handshake_done with error="OK"
I0309 17:13:20.712538329   21471 timer_generic.cc:447]       TIMER 0x2b0a102324f8: CANCEL pending=true
D0309 17:13:20.712577790   21471 exec_ctx.cc:54]             closure 0x2b0a102324a8 finished
D0309 17:13:20.712612781   21471 exec_ctx.cc:34]             running closure 0x2b0a10232538: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:204]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
D0309 17:13:20.712645622   21471 exec_ctx.cc:54]             closure 0x2b0a10232538 finished
D0309 17:13:20.712677513   21471 exec_ctx.cc:34]             running closure 0x2b0a10232580: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:200]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:131]
I0309 17:13:20.712809517   21471 combiner.cc:60]             C:0x2b0a102355f0 create
I0309 17:13:20.713871808   21471 timer_generic.cc:344]       TIMER 0x2b0a10235528: SET 7204569 now 4569 call 0x2b0a10235408[0x2b09f7cbfd0c]
I0309 17:13:20.713930359   21471 timer_generic.cc:382]         .. add to shard 21 with queue_deadline_cap=5008 => is_first_timer=false
I0309 17:13:20.714058183   21471 chttp2_transport.cc:795]    W:0x2b0a10232ea0 SERVER [ipv4:12.8.10.79:41535] state IDLE -> WRITING [TRANSPORT_FLOW_CONTROL]
I0309 17:13:20.714099114   21471 combiner.cc:319]            C:0x2b0a102355f0 grpc_combiner_execute_finally c=0x2b0a10232fb8; ac=(nil)
I0309 17:13:20.714136935   21471 combiner.cc:132]            C:0x2b0a102355f0 grpc_combiner_execute c=0x2b0a10237170 last=1
I0309 17:13:20.714176826   21471 chttp2_transport.cc:795]    W:0x2b0a10232ea0 SERVER [ipv4:12.8.10.79:41535] state WRITING -> WRITING+MORE [INITIAL_WRITE]
I0309 17:13:20.714259129   21471 init.cc:198]                grpc_init(void)
I0309 17:13:20.714687971   21471 channel_stack.cc:110]       CHANNEL_STACK: init SERVER_CHANNEL
I0309 17:13:20.714741923   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter server
I0309 17:13:20.714786014   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter server-auth
I0309 17:13:20.714820555   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter message_size
I0309 17:13:20.714857756   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter deadline
I0309 17:13:20.714897367   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter http-server
I0309 17:13:20.714931568   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter message_decompress
I0309 17:13:20.714962519   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter message_compress
I0309 17:13:20.714993540   21471 channel_stack.cc:112]       CHANNEL_STACK:   filter connected
I0309 17:13:20.715075713   21471 ref_counted.h:75]           auth_context_refcount:0x2b0a10232c80 ref 5 -> 6
D0309 17:13:20.715445134   21471 transport.h:158]            SERVER_CHANNEL 0x2b0a10237950:0x2b0a102378d0 REF connectivity
I0309 17:13:20.715507245   21471 ref_counted.h:115]          stream_refcount:0x2b0a10237950 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 1 -> 2 connectivity
I0309 17:13:20.715688661   21471 chttp2_transport.cc:1847]   perform_transport_op[t=0x2b0a10232ea0]:  START_CONNECTIVITY_WATCH:watcher=0x2b0a10237450:from=IDLE SET_ACCEPT_STREAM:0x2b09f7ed313a(0x2b0a10237a40,...)
I0309 17:13:20.715736482   21471 combiner.cc:132]            C:0x2b0a102355f0 grpc_combiner_execute c=0x2b0a10237ed0 last=3
I0309 17:13:20.715778883   21471 combiner.cc:132]            C:0x2b0a102355f0 grpc_combiner_execute c=0x2b0a10233090 last=5
I0309 17:13:20.715818154   21471 timer_generic.cc:344]       TIMER 0x2b0a10232370: SET 124569 now 4569 call 0x2b0a102323b0[0x2b09f7cab4e6]
I0309 17:13:20.715866076   21471 timer_generic.cc:382]         .. add to shard 10 with queue_deadline_cap=5008 => is_first_timer=false
D0309 17:13:20.715961639   21471 exec_ctx.cc:54]             closure 0x2b0a10232580 finished
I0309 17:13:20.716007140   21471 combiner.cc:198]            C:0x2b0a102355f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 17:13:20.716043951   21471 combiner.cc:220]            C:0x2b0a102355f0 maybe_finish_one n=0x2b0a10237170
I0309 17:13:20.716078262   21471 combiner.cc:319]            C:0x2b0a102355f0 grpc_combiner_execute_finally c=0x2b0a10232fb8; ac=0x2b0a102355f0
I0309 17:13:20.716113163   21471 combiner.cc:276]            C:0x2b0a102355f0 finish old_state=9
I0309 17:13:20.716147274   21471 combiner.cc:198]            C:0x2b0a102355f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 17:13:20.716179615   21471 combiner.cc:220]            C:0x2b0a102355f0 maybe_finish_one n=0x2b0a10237ed0
I0309 17:13:20.716225986   21471 connectivity_state.cc:122]  ConnectivityStateTracker server_transport[0x2b0a10233218]: add watcher 0x2b0a10237450
I0309 17:13:20.716262657   21471 connectivity_state.cc:129]  ConnectivityStateTracker server_transport[0x2b0a10233218]: notifying watcher 0x2b0a10237450: IDLE -> READY
I0309 17:13:20.716382911   21471 combiner.cc:276]            C:0x2b0a102355f0 finish old_state=7
D0309 17:13:20.716424562   21471 exec_ctx.cc:34]             running closure 0x2b0a102375c8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/connectivity_state.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/connectivity_state.cc:71]
I0309 17:13:20.716472653   21471 connectivity_state.cc:79]   watcher 0x2b0a10237450: delivering async notification for READY (OK)
D0309 17:13:20.716511445   21471 exec_ctx.cc:54]             closure 0x2b0a102375c8 finished
D0309 17:13:20.716545026   21471 exec_ctx.cc:34]             running closure 0x2b0a10237df0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1839]
D0309 17:13:20.716580887   21471 exec_ctx.cc:54]             closure 0x2b0a10237df0 finished
I0309 17:13:20.716619478   21471 combiner.cc:198]            C:0x2b0a102355f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 17:13:20.716659589   21471 combiner.cc:220]            C:0x2b0a102355f0 maybe_finish_one n=0x2b0a10233090
I0309 17:13:20.716797243   21471 timer_generic.cc:447]       TIMER 0x2b0a10235528: CANCEL pending=true
I0309 17:13:20.716918927   21471 rdma_cm.cc:351]             RDMA_READ CALLED
D0309 17:13:20.716981568   21471 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2b0a10231a00 curr=0 closure=0x2b0a10232128
I0309 17:13:20.717062211   21471 combiner.cc:276]            C:0x2b0a102355f0 finish old_state=5
D0309 17:13:20.717102742   21471 exec_ctx.cc:34]             running closure 0x2b0a10235408: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:449]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
I0309 17:13:20.717136963   21471 combiner.cc:132]            C:0x2b0a102355f0 grpc_combiner_execute c=0x2b0a10235408 last=3
D0309 17:13:20.717169234   21471 exec_ctx.cc:54]             closure 0x2b0a10235408 finished
I0309 17:13:20.717203585   21471 combiner.cc:198]            C:0x2b0a102355f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0309 17:13:20.717237026   21471 combiner.cc:220]            C:0x2b0a102355f0 maybe_finish_one n=0x2b0a10235408
I0309 17:13:20.717273547   21471 timer_generic.cc:344]       TIMER 0x2b0a10235528: SET 7204569 now 4569 call 0x2b0a10235408[0x2b09f7cbfd0c]
I0309 17:13:20.717311398   21471 timer_generic.cc:382]         .. add to shard 21 with queue_deadline_cap=5008 => is_first_timer=false
I0309 17:13:20.717358719   21471 combiner.cc:276]            C:0x2b0a102355f0 finish old_state=5
I0309 17:13:20.717395910   21471 combiner.cc:198]            C:0x2b0a102355f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0309 17:13:20.717427821   21471 combiner.cc:250]            C:0x2b0a102355f0 execute_final[0] c=0x2b0a10232fb8
D0309 17:13:20.717555735   21471 flow_control.cc:117]        0x2b0a10235110[0][svr] | t updt sent | trw:                         65535, tlw:                       4194303, taw:              65535 -> 4194303, srw:                              , slw:                              , saw:                              
I0309 17:13:20.717599606   21471 chttp2_transport.cc:795]    W:0x2b0a10232ea0 SERVER [ipv4:12.8.10.79:41535] state WRITING+MORE -> WRITING [begin write in current thread]
I0309 17:13:20.717635388   21471 rdma_cm.cc:529]             RDMA_WRITE_CALLED
I0309 17:13:20.717680979   21471 rdma_cm.cc:539]             WRITE 0x2b0a10231f80 (peer=ipv4:12.8.10.79:41535): 00 00 18 04 00 00 00 00 00 00 04 00 3f ff ff 00 05 00 3f ff ff 00 06 00 00 20 00 fe 03 00 00 00 01 '............?.....?...... .......'
I0309 17:13:20.717717470   21471 rdma_cm.cc:539]             WRITE 0x2b0a10231f80 (peer=ipv4:12.8.10.79:41535): 00 00 04 08 00 00 00 00 00 00 3f 00 00 '..........?..'
I0309 17:13:20.717769191   21471 rdma_cm.cc:425]             Send a message 46
D0309 17:13:20.717815973   21471 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2b0a10231970 curr=0 closure=0x2b0a10232170
I0309 17:13:20.717853424   21471 combiner.cc:276]            C:0x2b0a102355f0 finish old_state=3
I0309 17:13:20.717891635   21471 ev_epollex_linux.cc:660]    PS:0x2293698 (pollable:0x2b0a10231a50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=1 (target:0)
I0309 17:13:20.717927476   21471 ev_posix.cc:325]            (polling-api) pollset_work(0x2293698, 12042) end
I0309 17:13:20.717964587   21471 ev_posix.cc:321]            (polling-api) pollset_work(0x2293698, 12042) begin
I0309 17:13:20.718001158   21471 ev_epollex_linux.cc:1117]   PS:0x2293698 work hdl=(nil) worker=0x2b0a019ad8e0 now=4569 deadline=12042 kwp=0 pollable=0x2b0a10231a50
I0309 17:13:20.718047460   21471 ev_epollex_linux.cc:935]    POLLABLE:0x2b0a10231a50[type=pollset epfd=12 wakeup=13] poll for 7473ms
I0309 17:13:20.718087121   21471 ev_epollex_linux.cc:954]    POLLABLE:0x2b0a10231a50 got 2 events
I0309 17:13:20.718126362   21471 ev_epollex_linux.cc:902]    PS:0x2293698 got fd 0x2b0a102319c0: cancel=0 read=1 write=0
D0309 17:13:20.718158453   21471 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2b0a10231a00 curr=2b0a10232128
I0309 17:13:20.718192014   21471 ev_epollex_linux.cc:902]    PS:0x2293698 got fd 0x2b0a10231930: cancel=0 read=1 write=0
D0309 17:13:20.718223445   21471 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2b0a10231970 curr=2b0a10232170
D0309 17:13:20.718257086   21471 exec_ctx.cc:34]             running closure 0x2b0a10232128: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:676]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0309 17:13:20.718310197   21471 rdma_cm.cc:208]             Continue Read,Get a slice
I0309 17:13:20.718345858   21471 rdma_cm.cc:210]             A Message of 98 Bytes Received
I0309 17:13:20.718377949   21471 rdma_cm.cc:223]             A Message 82
I0309 17:13:20.718422630   21471 rdma_cm.cc:229]             MR_ADDR=0x2b0a10000bf0
I0309 17:13:20.727740523   21471 rdma_cm.cc:208]             Continue Read,Get a slice
I0309 17:13:20.727801194   21471 rdma_cm.cc:210]             A Message of 24 Bytes Received
I0309 17:13:20.727837075   21471 rdma_cm.cc:214]             A sms
I0309 17:13:20.727881887   21471 rdma_cm.cc:322]             Send a short message
I0309 17:13:20.727917728   21471 rdma_cm.cc:185]             Called_READCB
D0309 17:13:20.727951539   21471 exec_ctx.cc:54]             closure 0x2b0a10232128 finished
D0309 17:13:20.727986170   21471 exec_ctx.cc:34]             running closure 0x2b0a10232170: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:679]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0309 17:13:20.728019451   21471 rdma_cm.cc:448]             HANDLE_WRITE_CALLED
I0309 17:13:20.728055312   21471 rdma_cm.cc:484]             A Message sent
I0309 17:13:20.728088383   21471 rdma_cm.cc:369]             CALLED WRITE_CB
D0309 17:13:20.728143114   21471 exec_ctx.cc:54]             closure 0x2b0a10232170 finished
