D0201 15:49:07.153171186    1419 ev_posix.cc:172]            Using polling engine: epollex
I0201 15:49:07.162564166    1419 chttp2_server.cc:665]       src/core/ext/transport/chttp2/server/chttp2_server.cc:Create before grpc_tcp_server_create
I0201 15:49:07.162628338    1419 tcp_server.cc:29]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_create() begin
I0201 15:49:07.162665979    1419 tcp_server.cc:30]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_create() grpc_tcp_server_impl: -2076558112
I0201 15:49:07.162780822    1419 tcp_server.cc:45]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_add_port()
I0201 15:49:07.162917886    1419 socket_utils_common_posix.cc:429] Disabling AF_INET6 sockets because ::1 is not available.
I0201 15:49:07.162983498    1419 socket_utils_common_posix.cc:353] TCP_USER_TIMEOUT is available. TCP_USER_TIMEOUT will be used thereafter
I0201 15:49:07.163023289    1419 socket_utils_common_posix.cc:361] Enabling TCP_USER_TIMEOUT with a timeout of 20000 ms
I0201 15:49:07.163469512    1419 ev_posix.cc:253]            (polling-api) fd_create(5, tcp-server-listener:10.7.14.59:5000, 1)
I0201 15:49:07.163516713    1419 ev_posix.cc:254]            (fd-trace) fd_create(5, tcp-server-listener:10.7.14.59:5000, 1)
D0201 15:49:07.163637746    1419 ev_epollex_linux.cc:175]    FD 5 0x1497760 create tcp-server-listener:10.7.14.59:5000 fd=5
I0201 15:49:07.163946805    1419 credentials.cc:100]         grpc_server_credentials_release(creds=0x149ee70)
I0201 15:49:07.164117450    1419 server.cc:1495]             grpc_server_start(server=0x14a2a70)
I0201 15:49:07.164205993    1419 server.cc:595]              src/core/lib/surface/server.cc:Start(), before listener.listener->Start
I0201 15:49:07.164252524    1419 chttp2_server.cc:772]       src/core/ext/transport/chttp2/server/chttp2_server.cc:StartListening(), before grpc_tcp_server_start
I0201 15:49:07.164290625    1419 tcp_server.cc:37]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_start()
I0201 15:49:07.164355427    1419 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x14a2078, 5)
I0201 15:49:07.164416039    1419 ev_epollex_linux.cc:1160]   PS:0x14a2078 add fd 0x1497760 (5); transition pollable from empty to fd
I0201 15:49:07.164462900    1419 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 6 (type: 1)
I0201 15:49:07.164512092    1419 ev_epollex_linux.cc:616]    add fd 0x1497760 (5) to pollable 0x14b8830
D0201 15:49:07.164562373    1419 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x14977a0 curr=0 closure=0x14b42f8
I0201 15:49:07.164945594    1422 executor.cc:231]            EXECUTOR (resolver-executor) [0]: step (sub_depth=0)
I0201 15:49:07.165214302    1423 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0201 15:49:07.165375926    1421 executor.cc:231]            EXECUTOR (default-executor) [0]: step (sub_depth=0)
I0201 15:49:07.165480889    1424 completion_queue.cc:969]    grpc_completion_queue_next(cq=0x14a1f70, deadline=gpr_timespec { tv_sec: 8558493, tv_nsec: 410871170, clock_type: 0 }, reserved=(nil))
D0201 15:49:07.165589822    1424 completion_queue.cc:948]    PENDING TAGS:
I0201 15:49:07.165644904    1424 ev_posix.cc:321]            (polling-api) pollset_work(0x14a2078, 11411) begin
I0201 15:49:07.165686215    1424 ev_epollex_linux.cc:1117]   PS:0x14a2078 work hdl=(nil) worker=0x2ba38cdbf8e0 now=1411 deadline=11411 kwp=0 pollable=0x14b8830
I0201 15:49:07.165737617    1424 ev_epollex_linux.cc:935]    POLLABLE:0x14b8830[type=fd epfd=6 wakeup=7] poll for 10000ms
I0201 15:49:08.165671456    1423 timer_manager.cc:205]       wait ended: was_timed:1 kicked:0
I0201 15:49:08.165795869    1423 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0201 15:49:08.689664276    1424 ev_epollex_linux.cc:954]    POLLABLE:0x14b8830 got 1 events
I0201 15:49:08.689727867    1424 ev_epollex_linux.cc:902]    PS:0x14a2078 got fd 0x1497760: cancel=0 read=1 write=0
D0201 15:49:08.689765448    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x14977a0 curr=14b42f8
D0201 15:49:08.689821400    1424 exec_ctx.cc:34]             running closure 0x14b42f8: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_server_posix.cc:536]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/lockfree_event.cc:265]
I0201 15:49:08.689912653    1424 tcp_server_posix.cc:253]    SERVER_CONNECT: incoming connection: ipv4:10.7.14.60:50892
I0201 15:49:08.689951394    1424 tcp_server_posix.cc:258]    src/core/lib/iomgr/tcp_server_posix.cc:StrCat 
I0201 15:49:08.689985585    1424 ev_posix.cc:253]            (polling-api) fd_create(8, tcp-server-connection:ipv4:10.7.14.60:50892, 1)
I0201 15:49:08.690018496    1424 ev_posix.cc:254]            (fd-trace) fd_create(8, tcp-server-connection:ipv4:10.7.14.60:50892, 1)
D0201 15:49:08.690062137    1424 ev_epollex_linux.cc:175]    FD 8 0x2ba39c000cc0 create tcp-server-connection:ipv4:10.7.14.60:50892 fd=8
I0201 15:49:08.690097118    1424 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x14a2078, 8)
I0201 15:49:08.690144159    1424 ev_epollex_linux.cc:1177]   PS:0x14a2078 add fd 0x2ba39c000cc0 (8); transition pollable from fd 0x1497760 to multipoller
I0201 15:49:08.690215971    1424 ev_epollex_linux.cc:693]    PS:0x14b8830 kicked_specific_but_awake
I0201 15:49:08.690258353    1424 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 9 (type: 0)
I0201 15:49:08.690304524    1424 ev_epollex_linux.cc:616]    add fd 0x1497760 (5) to pollable 0x2ba39c000d50
I0201 15:49:08.690344585    1424 ev_epollex_linux.cc:616]    add fd 0x2ba39c000cc0 (8) to pollable 0x2ba39c000d50
D0201 15:49:08.690806878    1424 tcp_posix.cc:1802]          cannot set inq fd=8 errno=92
I0201 15:49:08.690849970    1424 tcp_posix.cc:1819]          grpc tcp create
I0201 15:49:08.691016894    1424 ev_posix.cc:352]            (polling-api) pollset_set_create(0x2ba39c001b00)
I0201 15:49:08.691063116    1424 ev_posix.cc:364]            (polling-api) pollset_set_add_pollset(0x2ba39c001b00, 0x14a2078)
I0201 15:49:08.691102417    1424 ev_epollex_linux.cc:1451]   PSS:0x2ba39c001b00: add pollset 0x14a2078
I0201 15:49:08.691223140    1424 handshaker.cc:62]           handshake_manager 0x2ba39c001ec0: adding handshaker security [0x2ba39c0021e0] at index 0
I0201 15:49:08.691352624    1424 tcp_server.cc:72]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_ref()
I0201 15:49:08.691441797    1424 chttp2_server.cc:859]       connection_ref->Start(
I0201 15:49:08.691501398    1424 timer_generic.cc:344]       TIMER 0x2ba39c001f58: SET 122936 now 2936 call 0x2ba39c001f98[0x2ba383cf7a5e]
I0201 15:49:08.691550740    1424 timer_generic.cc:382]         .. add to shard 26 with queue_deadline_cap=3411 => is_first_timer=false
I0201 15:49:08.691760306    1424 handshaker.cc:89]           handshake_manager 0x2ba39c001ec0: error="OK" shutdown=0 index=0, args={endpoint=0x2ba39c001280, args=0x2ba39c0025f0 {size=5: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0x14b4890, grpc.server_credentials=0x149ee70, grpc.internal.security_connector=0x14a1940}, read_buffer=0x2ba39c002740 (length=0), exit_early=0}
I0201 15:49:08.691805837    1424 handshaker.cc:136]          handshake_manager 0x2ba39c001ec0: calling handshaker security [0x2ba39c0021e0] at index 0
I0201 15:49:08.691898170    1424 security_context.cc:270]    grpc_auth_context_add_cstring_property(ctx=0x2ba39c001b60, name=transport_security_type, value=insecure)
I0201 15:49:08.691959271    1424 security_context.cc:252]    grpc_auth_context_add_property(ctx=0x2ba39c001b60, name=security_level, value=TSI_SECURITY_NONE, value_length=17)
D0201 15:49:08.692044614    1424 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x14977a0 curr=0 closure=0x14b42f8
D0201 15:49:08.692084775    1424 exec_ctx.cc:54]             closure 0x14b42f8 finished
D0201 15:49:08.692119386    1424 exec_ctx.cc:34]             running closure 0x2ba39c002400: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/security_handshaker.cc:125]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/insecure/insecure_security_connector.cc:102]
D0201 15:49:08.692304851    1424 exec_ctx.cc:54]             closure 0x2ba39c002400 finished
D0201 15:49:08.692346683    1424 exec_ctx.cc:34]             running closure 0x2ba39c001f08: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/handshaker.cc:197]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/security_handshaker.cc:329]
I0201 15:49:08.692417495    1424 handshaker.cc:89]           handshake_manager 0x2ba39c001ec0: error="OK" shutdown=0 index=1, args={endpoint=0x2ba39c001280, args=0x2ba39c002c30 {size=6: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0x14b4890, grpc.server_credentials=0x149ee70, grpc.internal.security_connector=0x14a1940, grpc.auth_context=0x2ba39c001b60}, read_buffer=0x2ba39c002740 (length=0), exit_early=0}
I0201 15:49:08.692458936    1424 handshaker.cc:122]          handshake_manager 0x2ba39c001ec0: handshaking complete -- scheduling on_handshake_done with error="OK"
I0201 15:49:08.692503117    1424 timer_generic.cc:447]       TIMER 0x2ba39c001f58: CANCEL pending=true
D0201 15:49:08.692542168    1424 exec_ctx.cc:54]             closure 0x2ba39c001f08 finished
D0201 15:49:08.692583069    1424 exec_ctx.cc:34]             running closure 0x2ba39c001f98: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/handshaker.cc:203]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
D0201 15:49:08.692620040    1424 exec_ctx.cc:54]             closure 0x2ba39c001f98 finished
D0201 15:49:08.692653941    1424 exec_ctx.cc:34]             running closure 0x2ba39c001fe0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/handshaker.cc:199]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/handshaker.cc:130]
I0201 15:49:08.692764515    1424 combiner.cc:60]             C:0x2ba39c0025f0 create
I0201 15:49:08.693767713    1424 timer_generic.cc:344]       TIMER 0x2ba39c0052f8: SET 7202936 now 2936 call 0x2ba39c0051d8[0x2ba383bf0c7f]
I0201 15:49:08.693829295    1424 timer_generic.cc:382]         .. add to shard 7 with queue_deadline_cap=3411 => is_first_timer=false
I0201 15:49:08.693931738    1424 chttp2_transport.cc:795]    W:0x2ba39c002c70 SERVER [ipv4:10.7.14.60:50892] state IDLE -> WRITING [TRANSPORT_FLOW_CONTROL]
I0201 15:49:08.693978909    1424 combiner.cc:319]            C:0x2ba39c0025f0 grpc_combiner_execute_finally c=0x2ba39c002d88; ac=(nil)
I0201 15:49:08.694018040    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c006ed0 last=1
I0201 15:49:08.694057152    1424 chttp2_transport.cc:795]    W:0x2ba39c002c70 SERVER [ipv4:10.7.14.60:50892] state WRITING -> WRITING+MORE [INITIAL_WRITE]
I0201 15:49:08.694136784    1424 init.cc:200]                grpc_init(void) 4
I0201 15:49:08.694535395    1424 channel_stack.cc:110]       CHANNEL_STACK: init SERVER_CHANNEL
I0201 15:49:08.694588347    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter server
I0201 15:49:08.694632558    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter server-auth
I0201 15:49:08.694667009    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter message_size
I0201 15:49:08.694699820    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter deadline
I0201 15:49:08.694731841    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter http-server
I0201 15:49:08.694763612    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter message_decompress
I0201 15:49:08.694795313    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter message_compress
I0201 15:49:08.694826984    1424 channel_stack.cc:112]       CHANNEL_STACK:   filter connected
I0201 15:49:08.694903016    1424 ref_counted.h:75]           auth_context_refcount:0x2ba39c001b60 ref 5 -> 6
D0201 15:49:08.695285217    1424 transport.h:158]            SERVER_CHANNEL 0x2ba39c007690:0x2ba39c007610 REF connectivity
I0201 15:49:08.695343179    1424 ref_counted.h:115]          stream_refcount:0x2ba39c007690 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 connectivity
I0201 15:49:08.695549184    1424 chttp2_transport.cc:1848]   perform_transport_op[t=0x2ba39c002c70]:  START_CONNECTIVITY_WATCH:watcher=0x2ba39c007190:from=IDLE SET_ACCEPT_STREAM:0x2ba383dfd20e(0x2ba39c007780,...)
I0201 15:49:08.695597986    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c007c10 last=3
I0201 15:49:08.695664028    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c002e60 last=5
I0201 15:49:08.695703759    1424 timer_generic.cc:344]       TIMER 0x2ba39c001dd0: SET 122936 now 2936 call 0x2ba39c001e10[0x2ba383bdc4e8]
I0201 15:49:08.695746180    1424 timer_generic.cc:382]         .. add to shard 19 with queue_deadline_cap=3411 => is_first_timer=false
D0201 15:49:08.695862913    1424 exec_ctx.cc:54]             closure 0x2ba39c001fe0 finished
I0201 15:49:08.695913485    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.695950506    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c006ed0
I0201 15:49:08.695986617    1424 combiner.cc:319]            C:0x2ba39c0025f0 grpc_combiner_execute_finally c=0x2ba39c002d88; ac=0x2ba39c0025f0
I0201 15:49:08.696020558    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=9
I0201 15:49:08.696053839    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.696086660    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c007c10
I0201 15:49:08.696133001    1424 connectivity_state.cc:122]  ConnectivityStateTracker server_transport[0x2ba39c002fe8]: add watcher 0x2ba39c007190
I0201 15:49:08.696174522    1424 connectivity_state.cc:129]  ConnectivityStateTracker server_transport[0x2ba39c002fe8]: notifying watcher 0x2ba39c007190: IDLE -> READY
I0201 15:49:08.696303696    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=7
D0201 15:49:08.696346717    1424 exec_ctx.cc:34]             running closure 0x2ba39c002758: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/connectivity_state.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/connectivity_state.cc:71]
I0201 15:49:08.696394929    1424 connectivity_state.cc:79]   watcher 0x2ba39c007190: delivering async notification for READY (OK)
D0201 15:49:08.696432750    1424 exec_ctx.cc:54]             closure 0x2ba39c002758 finished
D0201 15:49:08.696467961    1424 exec_ctx.cc:34]             running closure 0x2ba39c007b30: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1840]
D0201 15:49:08.696504932    1424 exec_ctx.cc:54]             closure 0x2ba39c007b30 finished
I0201 15:49:08.696539533    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.696574504    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c002e60
I0201 15:49:08.696634966    1424 timer_generic.cc:447]       TIMER 0x2ba39c0052f8: CANCEL pending=true
I0201 15:49:08.696676897    1424 endpoint.cc:29]             endpoint: grpc_endpoint_read
I0201 15:49:08.696720738    1424 tcp_posix.cc:882]           tcp_read CALLED
I0201 15:49:08.696791050    1424 tcp_posix.cc:549]           TCP:0x2ba39c001280 notify_on_read
D0201 15:49:08.696826331    1424 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2ba39c000d00 curr=0 closure=0x2ba39c001430
I0201 15:49:08.696863442    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=5
D0201 15:49:08.696896963    1424 exec_ctx.cc:34]             running closure 0x2ba39c0051d8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:449]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0201 15:49:08.696936334    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c0051d8 last=3
D0201 15:49:08.696970155    1424 exec_ctx.cc:54]             closure 0x2ba39c0051d8 finished
I0201 15:49:08.697004066    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0201 15:49:08.697037547    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c0051d8
I0201 15:49:08.697072738    1424 timer_generic.cc:344]       TIMER 0x2ba39c0052f8: SET 7202936 now 2936 call 0x2ba39c0051d8[0x2ba383bf0c7f]
I0201 15:49:08.697110609    1424 timer_generic.cc:382]         .. add to shard 7 with queue_deadline_cap=3411 => is_first_timer=false
I0201 15:49:08.697153381    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=5
I0201 15:49:08.697188412    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0201 15:49:08.697221763    1424 combiner.cc:250]            C:0x2ba39c0025f0 execute_final[0] c=0x2ba39c002d88
D0201 15:49:08.697331266    1424 flow_control.cc:117]        0x2ba39c004ee0[0][svr] | t updt sent | trw:                         65535, tlw:                       4194303, taw:              65535 -> 4194303, srw:                              , slw:                              , saw:                              
I0201 15:49:08.697373767    1424 chttp2_transport.cc:795]    W:0x2ba39c002c70 SERVER [ipv4:10.7.14.60:50892] state WRITING+MORE -> WRITING [begin write in current thread]
I0201 15:49:08.697409848    1424 endpoint.cc:37]             endpoint: grpc_endpoint_write
I0201 15:49:08.697442879    1424 tcp_posix.cc:1548]          tcp_write CALLED
I0201 15:49:08.697475120    1424 tcp_posix.cc:1558]          WRITE 0x2ba39c001280 (peer=ipv4:10.7.14.60:50892)
D0201 15:49:08.697537342    1424 tcp_posix.cc:1562]          DATA: 00 00 18 04 00 00 00 00 00 00 04 00 3f ff ff 00 05 00 3f ff ff 00 06 00 00 20 00 fe 03 00 00 00 01 '............?.....?...... .......'
I0201 15:49:08.697572733    1424 tcp_posix.cc:1558]          WRITE 0x2ba39c001280 (peer=ipv4:10.7.14.60:50892)
D0201 15:49:08.697623424    1424 tcp_posix.cc:1562]          DATA: 00 00 04 08 00 00 00 00 00 00 3f 00 00 '..........?..'
I0201 15:49:08.697708816    1424 tcp_posix.cc:1607]          write: "OK"
D0201 15:49:08.697762468    1424 closure.h:259]              running closure 0x2ba39c002e18: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:986]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1609]
I0201 15:49:08.697798939    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c002e18 last=3
D0201 15:49:08.697832610    1424 closure.h:268]              closure 0x2ba39c002e18 finished
I0201 15:49:08.697866251    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=5
I0201 15:49:08.697900052    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.697933383    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c002e18
I0201 15:49:08.697966764    1424 chttp2_transport.cc:795]    W:0x2ba39c002c70 SERVER [ipv4:10.7.14.60:50892] state WRITING -> IDLE [finish writing]
I0201 15:49:08.698015285    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=3
I0201 15:49:08.698055076    1424 ev_epollex_linux.cc:660]    PS:0x14a2078 (pollable:0x2ba39c000d50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=1 (target:0)
I0201 15:49:08.698091168    1424 ev_posix.cc:325]            (polling-api) pollset_work(0x14a2078, 11411) end
I0201 15:49:08.698128579    1424 ev_posix.cc:321]            (polling-api) pollset_work(0x14a2078, 11411) begin
I0201 15:49:08.698165390    1424 ev_epollex_linux.cc:1117]   PS:0x14a2078 work hdl=(nil) worker=0x2ba38cdbf8e0 now=2936 deadline=11411 kwp=0 pollable=0x2ba39c000d50
I0201 15:49:08.698209081    1424 ev_epollex_linux.cc:935]    POLLABLE:0x2ba39c000d50[type=pollset epfd=9 wakeup=10] poll for 8475ms
I0201 15:49:08.698247502    1424 ev_epollex_linux.cc:954]    POLLABLE:0x2ba39c000d50 got 1 events
I0201 15:49:08.698286343    1424 ev_epollex_linux.cc:902]    PS:0x14a2078 got fd 0x2ba39c000cc0: cancel=0 read=0 write=1
D0201 15:49:08.698319414    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2ba39c000d08 curr=0
I0201 15:49:08.698356145    1424 ev_epollex_linux.cc:660]    PS:0x14a2078 (pollable:0x2ba39c000d50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=1 (target:0)
I0201 15:49:08.698392776    1424 ev_posix.cc:325]            (polling-api) pollset_work(0x14a2078, 11411) end
I0201 15:49:08.698437237    1424 ev_posix.cc:321]            (polling-api) pollset_work(0x14a2078, 11411) begin
I0201 15:49:08.698475029    1424 ev_epollex_linux.cc:1117]   PS:0x14a2078 work hdl=(nil) worker=0x2ba38cdbf8e0 now=2943 deadline=11411 kwp=0 pollable=0x2ba39c000d50
I0201 15:49:08.698515520    1424 ev_epollex_linux.cc:935]    POLLABLE:0x2ba39c000d50[type=pollset epfd=9 wakeup=10] poll for 8468ms
I0201 15:49:08.699974622    1424 ev_epollex_linux.cc:954]    POLLABLE:0x2ba39c000d50 got 1 events
I0201 15:49:08.700035083    1424 ev_epollex_linux.cc:902]    PS:0x14a2078 got fd 0x2ba39c000cc0: cancel=0 read=1 write=1
D0201 15:49:08.700071404    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2ba39c000d00 curr=2ba39c001430
D0201 15:49:08.700105605    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2ba39c000d08 curr=2
D0201 15:49:08.700139746    1424 exec_ctx.cc:34]             running closure 0x2ba39c001430: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1784]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/lockfree_event.cc:265]
I0201 15:49:08.700172837    1424 tcp_posix.cc:862]           tcp_handle_read CALLED
I0201 15:49:08.700206728    1424 tcp_posix.cc:866]           TCP:0x2ba39c001280 got_read: "OK"
I0201 15:49:08.700254840    1424 tcp_posix.cc:839]           TCP:0x2ba39c001280 alloc_slices; min_chunk=256 max_chunk=4194304 target=8192.000000 buf_len=0
I0201 15:49:08.700322012    1424 tcp_posix.cc:856]           TCP:0x2ba39c001280 do_read
I0201 15:49:08.700394894    1424 tcp_posix.cc:668]           TCP:0x2ba39c001280 call_cb 0x2ba39c002e60 0x2ba383befc09:0x2ba39c002c70
I0201 15:49:08.700433775    1424 tcp_posix.cc:670]           READ 0x2ba39c001280 (peer=ipv4:10.7.14.60:50892) error="OK"
D0201 15:49:08.700473556    1424 tcp_posix.cc:676]           DATA: 50 52 49 20 2a 20 48 54 54 50 2f 32 2e 30 0d 0a 0d 0a 53 4d 0d 0a 0d 0a 00 00 24 04 00 00 00 00 00 00 02 00 00 00 00 00 03 00 00 00 00 00 04 00 3f ff ff 00 05 00 3f ff ff 00 06 00 00 20 00 fe 03 00 00 00 01 00 00 04 08 00 00 00 00 00 00 3f 00 00 'PRI * HTTP/2.0....SM......$.....................?.....?...... .................?..'
