D0201 15:49:08.669700038   16672 ev_posix.cc:172]            Using polling engine: epollex
D0201 15:49:08.680059585   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF call
I0201 15:49:08.680109067   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 call
I0201 15:49:08.680577870   16672 client_channel.cc:1874]     chand=0x1f544a0 calld=0x1f58e10: created call
I0201 15:49:08.680645122   16672 grpc_context.cc:29]         grpc_census_call_set_context(call=0x1f58070, census_context=(nil))
I0201 15:49:08.680849558   16672 call.cc:1761]               grpc_call_start_batch(call=0x1f58070, ops=0x7fff79ff5a50, nops=6, tag=0x7fff79ff5d90, reserved=(nil))
I0201 15:49:08.680948601   16672 call.cc:1355]               ops[0]: SEND_INITIAL_METADATA(nil)
I0201 15:49:08.681026723   16672 call.cc:1355]               ops[1]: SEND_MESSAGE ptr=0x1f513a0
I0201 15:49:08.681072404   16672 call.cc:1355]               ops[2]: RECV_INITIAL_METADATA ptr=0x7fff79ff61d8
I0201 15:49:08.681115236   16672 call.cc:1355]               ops[3]: RECV_MESSAGE ptr=0x7fff79ff5e20
I0201 15:49:08.681152667   16672 call.cc:1355]               ops[4]: SEND_CLOSE_FROM_CLIENT
I0201 15:49:08.681201268   16672 call.cc:1355]               ops[5]: RECV_STATUS_ON_CLIENT metadata=0x7fff79ff6228 status=0x7fff79ff5e58 details=0x7fff79ff5e60
D0201 15:49:08.681359233   16672 transport.h:158]            CALL_STACK 0x1f58d80:0x1f58070 REF completion
I0201 15:49:08.681413494   16672 ref_counted.h:115]          stream_refcount:0x1f58d80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 completion
I0201 15:49:08.681484266   16672 call_combiner.cc:127]       ==> CallCombiner::Start() [0x1f58088] closure=0x1f590c0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0201 15:49:08.681520907   16672 call_combiner.cc:136]         size: 0 -> 1
I0201 15:49:08.681553648   16672 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0201 15:49:08.681593199   16672 exec_ctx.cc:34]             running closure 0x1f590c0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0201 15:49:08.682281629   16672 call.cc:610]                OP[client-channel:0x1f58df0]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0201 15:49:08.682341441   16672 client_channel.cc:2026]     chand=0x1f544a0 calld=0x1f58e10: adding pending batch at index 0
I0201 15:49:08.682375852   16672 client_channel.cc:1978]     chand=0x1f544a0 calld=0x1f58e10: grabbing resolution mutex to apply service config
I0201 15:49:08.682430453   16672 connectivity_state.cc:182]  ConnectivityStateTracker client_channel[0x1f54550]: get current state: IDLE
D0201 15:49:08.682466564   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF CheckResolutionLocked
I0201 15:49:08.682500775   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 CheckResolutionLocked
I0201 15:49:08.682539737   16672 client_channel.cc:2190]     chand=0x1f544a0 calld=0x1f58e10: adding to resolver queued picks list
I0201 15:49:08.682587978   16672 ev_posix.cc:364]            (polling-api) pollset_set_add_pollset(0x1f52390, 0x1f4f5e0)
I0201 15:49:08.682623229   16672 ev_epollex_linux.cc:1451]   PSS:0x1f52390: add pollset 0x1f4f5e0
I0201 15:49:08.682738592   16672 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 7 (type: 0)
I0201 15:49:08.682801444   16672 ev_epollex_linux.cc:1249]   PS:0x1f4f5e0 active pollable transition from empty to multi
D0201 15:49:08.682848285   16672 transport.h:158]            CALL_STACK 0x1f58d80:0x1f58070 REF ResolverQueuedCallCanceller
I0201 15:49:08.682886977   16672 ref_counted.h:115]          stream_refcount:0x1f58d80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 ResolverQueuedCallCanceller
I0201 15:49:08.682922298   16672 call_combiner.cc:233]       call_combiner=0x1f58088: setting notify_on_cancel=0x1f50e08
D0201 15:49:08.682959409   16672 exec_ctx.cc:54]             closure 0x1f590c0 finished
D0201 15:49:08.682993980   16672 exec_ctx.cc:34]             running closure 0x1f4f720: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2352]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2339]
I0201 15:49:08.683109543   16672 work_serializer.cc:78]      WorkSerializer::Run() 0x1f51220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2352]
I0201 15:49:08.683149274   16672 work_serializer.cc:90]        Executing immediately
I0201 15:49:08.683186825   16672 connectivity_state.cc:182]  ConnectivityStateTracker client_channel[0x1f54550]: get current state: IDLE
D0201 15:49:08.683219896   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF TryToConnect
I0201 15:49:08.683253187   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 TryToConnect
I0201 15:49:08.683288588   16672 work_serializer.cc:78]      WorkSerializer::Run() 0x1f51220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:1839]
I0201 15:49:08.683326449   16672 work_serializer.cc:101]       Scheduling on queue : item 0x1f49380
D0201 15:49:08.683365860   16672 transport.h:175]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 UNREF CheckResolutionLocked
I0201 15:49:08.683398411   16672 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x1f51220
I0201 15:49:08.683435132   16672 work_serializer.cc:201]       Running item 0x1f49380 : callback scheduled at [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:1839]
I0201 15:49:08.683550166   16672 client_channel.cc:1543]     chand=0x1f544a0: starting name resolution
D0201 15:49:08.683591547   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF ResolverResultHandler
I0201 15:49:08.683624038   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 ResolverResultHandler
I0201 15:49:08.683860525   16674 executor.cc:231]            EXECUTOR (resolver-executor) [0]: step (sub_depth=0)
I0201 15:49:08.684149103   16675 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0201 15:49:08.684310717   16673 executor.cc:231]            EXECUTOR (default-executor) [0]: step (sub_depth=0)
I0201 15:49:08.684905695   16672 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x1f54550]: IDLE -> CONNECTING (started resolving, OK)
D0201 15:49:08.685028968   16672 dns_resolver_ares.cc:170]   (c-ares resolver) resolver:0x1f59fe0 AresClientChannelDNSResolver::StartLocked() is called.
D0201 15:49:08.685103150   16672 grpc_ares_wrapper.cc:1048]  (c-ares resolver) request:0x1f49660 c-ares grpc_dns_lookup_ares_impl name=10.7.14.59:5000, default_port=https
I0201 15:49:08.685430920   16672 grpc_ares_wrapper.cc:531]   (c-ares resolver) request:0x1f49660 c-ares address sorting: input[0]=10.7.14.59:5000
I0201 15:49:08.685649606   16672 grpc_ares_wrapper.cc:531]   (c-ares resolver) request:0x1f49660 c-ares address sorting: output[0]=10.7.14.59:5000
D0201 15:49:08.685731128   16672 dns_resolver_ares.cc:465]   (c-ares resolver) resolver:0x1f59fe0 Started resolving. pending_request_:0x1f49660
I0201 15:49:08.685781140   16672 client_channel.cc:1556]     chand=0x1f544a0: created resolver=0x1f59fe0
D0201 15:49:08.685818841   16672 transport.h:175]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 UNREF TryToConnect
D0201 15:49:08.685856412   16672 exec_ctx.cc:54]             closure 0x1f4f720 finished
D0201 15:49:08.685890253   16672 exec_ctx.cc:34]             running closure 0x1f5a088: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:158]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/grpc_ares_wrapper.cc:596]
I0201 15:49:08.685942184   16672 work_serializer.cc:78]      WorkSerializer::Run() 0x1f51220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:318]
I0201 15:49:08.685977915   16672 work_serializer.cc:90]        Executing immediately
I0201 15:49:08.686093649   16672 client_channel.cc:1207]     chand=0x1f544a0: got resolver result
I0201 15:49:08.686255713   16672 client_channel.cc:1264]     chand=0x1f544a0: resolver returned no service config. Using default service config for channel.
I0201 15:49:08.686510391   16672 client_channel.cc:1446]     chand=0x1f544a0: resolver returned updated service config: "{}"
I0201 15:49:08.686561282   16672 client_channel.cc:1461]     chand=0x1f544a0: using ConfigSelector (nil)
D0201 15:49:08.686624614   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF ClientChannelControlHelper
I0201 15:49:08.686666435   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 ClientChannelControlHelper
I0201 15:49:08.686785148   16672 ev_posix.cc:352]            (polling-api) pollset_set_create(0x1f51560)
I0201 15:49:08.686851390   16672 client_channel.cc:1409]     chand=0x1f544a0: created new LB policy 0x1f5aeb0
I0201 15:49:08.686890032   16672 ev_posix.cc:377]            (polling-api) pollset_set_add_pollset_set(0x1f51560, 0x1f52390)
I0201 15:49:08.686924123   16672 ev_epollex_linux.cc:1488]   PSS: merge (0x1f51560, 0x1f52390)
I0201 15:49:08.686979944   16672 ev_epollex_linux.cc:1522]   PSS: parent 0x1f51560 to 0x1f52390
I0201 15:49:08.687041266   16672 client_channel.cc:1391]     chand=0x1f544a0: Updating child policy 0x1f5aeb0
I0201 15:49:08.687086777   16672 child_policy_handler.cc:218] [child_policy_handler 0x1f5aeb0] creating new child policy pick_first
I0201 15:49:08.687159399   16672 ev_posix.cc:352]            (polling-api) pollset_set_create(0x1f48890)
I0201 15:49:08.687206601   16672 pick_first.cc:142]          Pick First 0x1f5b270 created.
I0201 15:49:08.687244792   16672 child_policy_handler.cc:279] [child_policy_handler 0x1f5aeb0] created new LB policy "pick_first" (0x1f5b270)
I0201 15:49:08.687289053   16672 ev_posix.cc:377]            (polling-api) pollset_set_add_pollset_set(0x1f48890, 0x1f51560)
I0201 15:49:08.687323324   16672 ev_epollex_linux.cc:1488]   PSS: merge (0x1f48890, 0x1f51560)
I0201 15:49:08.687366585   16672 ev_epollex_linux.cc:1522]   PSS: parent 0x1f48890 to 0x1f52390
I0201 15:49:08.687410177   16672 child_policy_handler.cc:237] [child_policy_handler 0x1f5aeb0] updating child policy 0x1f5b270
I0201 15:49:08.687461328   16672 pick_first.cc:265]          Pick First 0x1f5b270 received update with 1 addresses
I0201 15:49:08.687558481   16672 subchannel_list.h:366]      [pick_first 0x1f5b270] Creating subchannel list 0x1f5b600 for 1 subchannels
I0201 15:49:08.687694615   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 2 -> 3
I0201 15:49:08.687802768   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 3 -> 4
I0201 15:49:08.687919021   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 4 -> 5
I0201 15:49:08.688033784   16672 ev_posix.cc:352]            (polling-api) pollset_set_create(0x1f4f820)
I0201 15:49:08.688118487   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 5 -> 6
I0201 15:49:08.688241040   16672 dual_ref_counted.h:261]     Subchannel:0x1f5bf90 ref 1 -> 2; (weak_refs=0)
I0201 15:49:08.688331003   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 6 -> 7
I0201 15:49:08.688392715   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 7 -> 8
I0201 15:49:08.688440966   16672 dual_ref_counted.h:74]      Subchannel:0x1f5bf90 unref 2 -> 1, weak_ref 0 -> 1
I0201 15:49:08.688477537   16672 dual_ref_counted.h:176]     Subchannel:0x1f5bf90 weak_unref 1 -> 0 (refs=1)
I0201 15:49:08.688515018   16672 ref_counted.h:165]          SubchannelPoolInterface:0x1f52918 unref 8 -> 7
I0201 15:49:08.688549369   16672 ref_counted.h:165]          SubchannelPoolInterface:0x1f52918 unref 7 -> 6
I0201 15:49:08.688612641   16672 client_channel.cc:452]      chand=0x1f544a0: creating subchannel wrapper 0x1f5d050 for subchannel 0x1f5bf90
D0201 15:49:08.688648892   16672 transport.h:158]            CLIENT_CHANNEL 0x1f54420:0x1f543a0 REF SubchannelWrapper
I0201 15:49:08.688683183   16672 ref_counted.h:115]          stream_refcount:0x1f54420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 4 -> 5 SubchannelWrapper
I0201 15:49:08.689020853   16672 subchannel_list.h:386]      [pick_first 0x1f5b270] subchannel list 0x1f5b600 index 0: Created subchannel 0x1f5d050 for address 10.7.14.59:5000 args={}
I0201 15:49:08.689084905   16672 subchannel_list.h:313]      [pick_first 0x1f5b270] subchannel list 0x1f5b600 index 0 of 1 (subchannel 0x1f5d050): starting watch (from IDLE)
I0201 15:49:08.689262490   16672 ev_posix.cc:377]            (polling-api) pollset_set_add_pollset_set(0x1f4f820, 0x1f48890)
I0201 15:49:08.689305911   16672 ev_epollex_linux.cc:1488]   PSS: merge (0x1f4f820, 0x1f48890)
I0201 15:49:08.689353482   16672 ev_epollex_linux.cc:1522]   PSS: parent 0x1f4f820 to 0x1f52390
I0201 15:49:08.689458705   16672 dual_ref_counted.h:310]     Subchannel:0x1f5bf90 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:876 weak_ref 0 -> 1 (refs=1) connecting
I0201 15:49:08.689561788   16672 subchannel.cc:933]          src/core/ext/filters/client_channel/subchannel.cc:ContinueConnectingLocked before connect_->Connect()
I0201 15:49:08.689617680   16672 chttp2_connector.cc:93]     src/core/ext/transport/chttp2/client/chttp2_connector.cc:Connect before grpc_tcp_client_connect
I0201 15:49:08.689691252   16672 socket_utils_common_posix.cc:429] Disabling AF_INET6 sockets because ::1 is not available.
I0201 15:49:08.689836826   16672 ev_posix.cc:253]            (polling-api) fd_create(9, tcp-client:ipv4:10.7.14.59:5000, 1)
I0201 15:49:08.689879337   16672 ev_posix.cc:254]            (fd-trace) fd_create(9, tcp-client:ipv4:10.7.14.59:5000, 1)
D0201 15:49:08.690024812   16672 ev_epollex_linux.cc:175]    FD 9 0x1f5d5a0 create tcp-client:ipv4:10.7.14.59:5000 fd=9
I0201 15:49:08.690067823   16672 tcp_client_posix.cc:303]    src/core/lib/iomgr/tcp_client_posix.cc:grpc_tcp_client_create_from_prepared_fd  no return after err if
I0201 15:49:08.690102164   16672 ev_posix.cc:394]            (polling-api) pollset_set_add_fd(0x1f4f820, 9)
I0201 15:49:08.690134535   16672 ev_epollex_linux.cc:1353]   PSS:0x1f4f820: add fd 0x1f5d5a0 (9)
I0201 15:49:08.690170136   16672 ev_epollex_linux.cc:616]    add fd 0x1f5d5a0 (9) to pollable 0x1f4ccd0
I0201 15:49:08.690209827   16672 ev_epollex_linux.cc:616]    add fd 0x1f5d5a0 (9) to pollable 0x1f59ab0
D0201 15:49:08.690245198   16672 ev_epollex_linux.cc:352]    FD 9 0x1f5d5a0   ref 2 1 -> 3 [pollset_set; /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1367]
I0201 15:49:08.690292829   16672 ref_counted.h:75]           SubchannelPoolInterface:0x1f52918 ref 6 -> 7
I0201 15:49:08.690331130   16672 tcp_client_posix.cc:320]    CLIENT_CONNECT: ipv4:10.7.14.59:5000: asynchronously connecting fd 0x1f5d5a0
I0201 15:49:08.690370442   16672 timer_generic.cc:344]       TIMER 0x1f5d720: SET 21791 now 1791 call 0x1f5d760[0x2ac4cb6c76bd]
I0201 15:49:08.690417203   16672 timer_generic.cc:382]         .. add to shard 14 with queue_deadline_cap=2790 => is_first_timer=false
D0201 15:49:08.690467934   16672 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1f5d5e8 curr=0 closure=0x1f5d7b0
I0201 15:49:08.690502125   16672 tcp_client_posix.cc:349]    src/core/lib/iomgr/tcp_client_posix.cc:tcp_connect:grpc_tcp_client_create_from_prepared_fd
I0201 15:49:08.690540826   16672 subchannel.cc:935]          src/core/ext/filters/client_channel/subchannel.cc:ContinueConnectingLocked after connect_->Connect()
I0201 15:49:08.690593168   16672 client_channel.cc:1472]     chand=0x1f544a0: switching to ConfigSelector (nil)
I0201 15:49:08.690684021   16672 channel_stack.cc:110]       CHANNEL_STACK: init DynamicFilters
I0201 15:49:08.690732282   16672 channel_stack.cc:112]       CHANNEL_STACK:   filter retry_filter
I0201 15:49:08.690828805   16672 connectivity_state.cc:182]  ConnectivityStateTracker client_channel[0x1f54550]: get current state: CONNECTING
I0201 15:49:08.690873686   16672 client_channel.cc:2204]     chand=0x1f544a0 calld=0x1f58e10: applying service config to call
I0201 15:49:08.690950398   16672 client_channel.cc:2175]     chand=0x1f544a0 calld=0x1f58e10: removing from resolver queued picks list
I0201 15:49:08.690989529   16672 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x1f52390, 0x1f4f5e0)
I0201 15:49:08.691024830   16672 ev_epollex_linux.cc:1398]   PSS:0x1f52390: del pollset 0x1f4f5e0
I0201 15:49:08.691061461   16672 ev_epollex_linux.cc:660]    PS:0x1f4f5e0 (pollable:0x1f59ab0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0201 15:49:08.691146374   16672 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x1f51220
D0201 15:49:08.691190715   16672 exec_ctx.cc:54]             closure 0x1f5a088 finished
D0201 15:49:08.691226566   16672 exec_ctx.cc:34]             running closure 0x1f5d388: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:371]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:362]
I0201 15:49:08.691263557   16672 client_channel.cc:577]      chand=0x1f544a0: connectivity change for subchannel wrapper 0x1f5d050 subchannel 0x1f5bf90; hopping into work_serializer
I0201 15:49:08.691305838   16672 work_serializer.cc:78]      WorkSerializer::Run() 0x1f51220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:589]
I0201 15:49:08.691340359   16672 work_serializer.cc:90]        Executing immediately
I0201 15:49:08.691392261   16672 client_channel.cc:612]      chand=0x1f544a0: processing connectivity change in work serializer for subchannel wrapper 0x1f5d050 subchannel 0x1f5bf90 watcher=0x1f496b0
I0201 15:49:08.691453483   16672 subchannel_list.h:246]      [pick_first 0x1f5b270] subchannel list 0x1f5b600 index 0 of 1 (subchannel 0x1f5d050): connectivity changed: state=CONNECTING, shutting_down=0, pending_watcher=0x1f496b0
I0201 15:49:08.691512894   16672 client_channel.cc:941]      chand=0x1f544a0: update: state=CONNECTING status=(OK) picker=0x1f5b070
I0201 15:49:08.691569166   16672 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x1f51220
D0201 15:49:08.691610947   16672 exec_ctx.cc:54]             closure 0x1f5d388 finished
D0201 15:49:08.691649758   16672 exec_ctx.cc:34]             running closure 0x1f58ed8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2291]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2292]
I0201 15:49:08.691688859   16672 client_channel.cc:2403]     chand=0x1f544a0 calld=0x1f58e10: creating dynamic call stack on channel_stack=0x1f5b090
I0201 15:49:08.691872485   16672 retry_filter.cc:2062]       chand=0x1f5dbf0 calld=0x1f59270: created call
I0201 15:49:08.691921826   16672 client_channel.cc:2103]     chand=0x1f544a0 calld=0x1f58e10: starting 1 pending batches on dynamic_call=0x1f591d0
I0201 15:49:08.691990858   16672 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1f58088: closure=0x1f59008 error="OK" reason=resuming pending batch from client channel call
D0201 15:49:08.692044860   16672 exec_ctx.cc:54]             closure 0x1f58ed8 finished
D0201 15:49:08.692080461   16672 exec_ctx.cc:34]             running closure 0x1f59008: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2114]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0201 15:49:08.692158563   16672 dynamic_filters.cc:66]      OP[retry_filter:0x1f59250]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0201 15:49:08.692230245   16672 retry_filter.cc:2157]       chand=0x1f5dbf0 calld=0x1f59270: batch started from surface:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0201 15:49:08.692279706   16672 retry_filter.cc:2395]       chand=0x1f5dbf0 calld=0x1f59270: adding pending batch at index 0
I0201 15:49:08.692480162   16672 retry_filter.cc:2267]       chand=0x1f5dbf0 calld=0x1f59270: creating call attempt
I0201 15:49:08.692704449   16672 retry_filter.cc:688]        chand=0x1f5dbf0 calld=0x1f59270 attempt=0x1f5dc90: create lb_call=0x1f5e790
I0201 15:49:08.692759170   16672 retry_filter.cc:1063]       chand=0x1f5dbf0 calld=0x1f59270 attempt=0x1f5dc90: constructing retriable batches
I0201 15:49:08.692820052   16672 retry_filter.cc:1298]       chand=0x1f5dbf0 calld=0x1f59270 attempt=0x1f5dc90: creating batch 0x1f5ea80
D0201 15:49:08.692856513   16672 transport.h:158]            CALL_STACK 0x1f591e0:0x1f591d0 REF Retry BatchData
I0201 15:49:08.692891384   16672 ref_counted.h:115]          stream_refcount:0x1f591e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 Retry BatchData
I0201 15:49:08.693891773   16672 retry_filter.cc:1974]       chand=0x1f5dbf0 calld=0x1f59270 attempt=0x1f5dc90: starting calld->send_messages[0]
I0201 15:49:08.694068378   16672 retry_filter.cc:865]        chand=0x1f5dbf0 calld=0x1f59270 attempt=0x1f5dc90: adding batch (start replayable pending batch on call attempt):  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
