D0308 11:22:52.334738555   11800 ev_posix.cc:172]            Using polling engine: epollex
I0308 11:22:52.351785223   11800 ib_server.cc:46]            src/core/lib/iomgr/ib_server.cc:grpc_rdma_server_add_port()
I0308 11:22:52.353067180   11803 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0308 11:22:52.369113169   11800 ev_posix.cc:253]            (polling-api) fd_create(5, tcp-server-listener:12.8.10.78:5000, 1)
I0308 11:22:52.369179030   11800 ev_posix.cc:254]            (fd-trace) fd_create(5, tcp-server-listener:12.8.10.78:5000, 1)
D0308 11:22:52.369368636   11800 ev_epollex_linux.cc:175]    FD 5 0xd4d260 create tcp-server-listener:12.8.10.78:5000 fd=5
I0308 11:22:52.369735447   11800 credentials.cc:100]         grpc_server_credentials_release(creds=0xd4f330)
I0308 11:22:52.369935603   11800 server.cc:1495]             grpc_server_start(server=0xd58090)
I0308 11:22:52.370032285   11800 server.cc:595]              src/core/lib/surface/server.cc:Start(), before listener.listener->Start
I0308 11:22:52.370081277   11800 chttp2_server.cc:782]       src/core/ext/transport/chttp2/server/chttp2_server.cc:StartListening(), before grpc_rdma_server_start
I0308 11:22:52.370121008   11800 ib_server.cc:38]            src/core/lib/iomgr/ib_server.cc:grpc_rdma_server_start()
I0308 11:22:52.370184130   11800 ev_posix.cc:337]            (polling-api) pollset_add_fd(0xd57698, 5)
I0308 11:22:52.370244362   11800 ev_epollex_linux.cc:1160]   PS:0xd57698 add fd 0xd4d260 (5); transition pollable from empty to fd
I0308 11:22:52.370291623   11800 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 8 (type: 1)
I0308 11:22:52.370337774   11800 ev_epollex_linux.cc:616]    add fd 0xd4d260 (5) to pollable 0xd764d0
D0308 11:22:52.370393156   11800 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0xd4d2a0 curr=0 closure=0xd4cba8
I0308 11:22:52.382796498   11806 completion_queue.cc:969]    grpc_completion_queue_next(cq=0xd57590, deadline=gpr_timespec { tv_sec: 9483868, tv_nsec: 241026717, clock_type: 0 }, reserved=(nil))
D0308 11:22:52.382927042   11806 completion_queue.cc:948]    PENDING TAGS:
I0308 11:22:52.382983224   11806 ev_posix.cc:321]            (polling-api) pollset_work(0xd57698, 11242) begin
I0308 11:22:52.383028745   11806 ev_epollex_linux.cc:1117]   PS:0xd57698 work hdl=(nil) worker=0x2af62729c8e0 now=1241 deadline=11242 kwp=0 pollable=0xd764d0
I0308 11:22:52.383081196   11806 ev_epollex_linux.cc:935]    POLLABLE:0xd764d0[type=fd epfd=8 wakeup=9] poll for 10001ms
I0308 11:22:53.353752178   11803 timer_manager.cc:205]       wait ended: was_timed:1 kicked:0
I0308 11:22:53.353880742   11803 timer_manager.cc:189]       sleep for a 1001 milliseconds
I0308 11:22:54.354739504   11803 timer_manager.cc:205]       wait ended: was_timed:1 kicked:0
I0308 11:22:54.355216128   11803 timer_manager.cc:189]       sleep for a 1000 milliseconds
I0308 11:22:54.806091343   11806 ev_epollex_linux.cc:954]    POLLABLE:0xd764d0 got 1 events
I0308 11:22:54.806165195   11806 ev_epollex_linux.cc:902]    PS:0xd57698 got fd 0xd4d260: cancel=0 read=1 write=0
D0308 11:22:54.806204006   11806 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0xd4d2a0 curr=d4cba8
D0308 11:22:54.806249918   11806 exec_ctx.cc:34]             running closure 0xd4cba8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ib_server_posix.cc:802]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
D0308 11:22:54.806302229   11806 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0xd4d2a0 curr=0 closure=0xd4cba8
I0308 11:22:54.806368271   11806 ib_server_posix.cc:561]     Server: on_event RDMA_CM_EVENT_CONNECT_REQUEST
D0308 11:22:54.809903324   11806 exec_ctx.cc:54]             closure 0xd4cba8 finished
I0308 11:22:54.809990037   11806 ev_epollex_linux.cc:660]    PS:0xd57698 (pollable:0xd764d0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:22:54.810041848   11806 ev_posix.cc:325]            (polling-api) pollset_work(0xd57698, 11242) end
I0308 11:22:54.810087170   11806 ev_posix.cc:321]            (polling-api) pollset_work(0xd57698, 11242) begin
I0308 11:22:54.810125531   11806 ev_epollex_linux.cc:1117]   PS:0xd57698 work hdl=(nil) worker=0x2af62729c8e0 now=3668 deadline=11242 kwp=0 pollable=0xd764d0
I0308 11:22:54.810178932   11806 ev_epollex_linux.cc:935]    POLLABLE:0xd764d0[type=fd epfd=8 wakeup=9] poll for 7574ms
I0308 11:22:54.810430220   11806 ev_epollex_linux.cc:954]    POLLABLE:0xd764d0 got 1 events
I0308 11:22:54.810474551   11806 ev_epollex_linux.cc:902]    PS:0xd57698 got fd 0xd4d260: cancel=0 read=1 write=0
D0308 11:22:54.810509232   11806 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0xd4d2a0 curr=d4cba8
D0308 11:22:54.810545473   11806 exec_ctx.cc:34]             running closure 0xd4cba8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ib_server_posix.cc:802]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
D0308 11:22:54.810578754   11806 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0xd4d2a0 curr=0 closure=0xd4cba8
I0308 11:22:54.810615405   11806 ib_server_posix.cc:567]     Server: on_event RDMA_CM_EVENT_ESTABLISHED
I0308 11:22:54.810681767   11806 ib_server_posix.cc:494]     SERVER_CONNECT: incoming connection: ipv4:12.8.10.79:37288
I0308 11:22:54.810720118   11806 ev_posix.cc:253]            (polling-api) fd_create(10, tcp-server-connection:ipv4:12.8.10.79:37288, 1)
I0308 11:22:54.810764790   11806 ev_posix.cc:254]            (fd-trace) fd_create(10, tcp-server-connection:ipv4:12.8.10.79:37288, 1)
D0308 11:22:54.810815211   11806 ev_epollex_linux.cc:175]    FD 10 0x2af634231930 create tcp-server-connection:ipv4:12.8.10.79:37288 fd=10
I0308 11:22:54.810852162   11806 ev_posix.cc:253]            (polling-api) fd_create(11, tcp-server-connection:ipv4:12.8.10.79:37288, 1)
I0308 11:22:54.810888703   11806 ev_posix.cc:254]            (fd-trace) fd_create(11, tcp-server-connection:ipv4:12.8.10.79:37288, 1)
D0308 11:22:54.810928934   11806 ev_epollex_linux.cc:175]    FD 11 0x2af6342319c0 create tcp-server-connection:ipv4:12.8.10.79:37288 fd=11
I0308 11:22:54.810965315   11806 ev_posix.cc:337]            (polling-api) pollset_add_fd(0xd57698, 10)
I0308 11:22:54.811007537   11806 ev_epollex_linux.cc:1177]   PS:0xd57698 add fd 0x2af634231930 (10); transition pollable from fd 0xd4d260 to multipoller
I0308 11:22:54.811086849   11806 ev_epollex_linux.cc:693]    PS:0xd764d0 kicked_specific_but_awake
I0308 11:22:54.811132110   11806 ev_epollex_linux.cc:565]    (fd-trace) Pollable_create: created epfd: 12 (type: 0)
I0308 11:22:54.811175291   11806 ev_epollex_linux.cc:616]    add fd 0xd4d260 (5) to pollable 0x2af634231a50
I0308 11:22:54.811212343   11806 ev_epollex_linux.cc:616]    add fd 0x2af634231930 (10) to pollable 0x2af634231a50
I0308 11:22:54.811284545   11806 ev_posix.cc:337]            (polling-api) pollset_add_fd(0xd57698, 11)
I0308 11:22:54.811330556   11806 ev_epollex_linux.cc:616]    add fd 0x2af6342319c0 (11) to pollable 0x2af634231a50
I0308 11:22:54.811382458   11806 rdma_cm.cc:650]             CREATE:RDMA_CM_ID=0x2af634000e30
I0308 11:22:54.811440169   11806 rdma_cm.cc:677]             CREATE:RDMA_CM_ID=0x2af634000e30
I0308 11:22:54.811951304   11806 ev_posix.cc:352]            (polling-api) pollset_set_create(0x2af634001fa0)
I0308 11:22:54.812000666   11806 ev_posix.cc:364]            (polling-api) pollset_set_add_pollset(0x2af634001fa0, 0xd57698)
I0308 11:22:54.812034717   11806 ev_epollex_linux.cc:1451]   PSS:0x2af634001fa0: add pollset 0xd57698
I0308 11:22:54.812170281   11806 handshaker.cc:63]           handshake_manager 0x2af634232460: adding handshaker security [0x2af634232670] at index 0
I0308 11:22:54.812388037   11806 ib_server.cc:71]            src/core/lib/iomgr/ib_server.cc:grpc_rdma_server_ref()
I0308 11:22:54.812481180   11806 timer_generic.cc:344]       TIMER 0x2af6342324f8: SET 123670 now 3670 call 0x2af634232538[0x2af61d6b5932]
I0308 11:22:54.812538971   11806 timer_generic.cc:382]         .. add to shard 17 with queue_deadline_cap=4212 => is_first_timer=false
I0308 11:22:54.812784999   11806 handshaker.cc:90]           handshake_manager 0x2af634232460: error="OK" shutdown=0 index=0, args={endpoint=0x2af634231f80, args=0x2af634231720 {size=5: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0xd4ee20, grpc.server_credentials=0xd4f330, grpc.internal.security_connector=0xd50940}, read_buffer=0x2af634232b20 (length=0), exit_early=0}
I0308 11:22:54.812839570   11806 handshaker.cc:137]          handshake_manager 0x2af634232460: calling handshaker security [0x2af634232670] at index 0
I0308 11:22:54.812945723   11806 security_context.cc:270]    grpc_auth_context_add_cstring_property(ctx=0x2af634000de0, name=transport_security_type, value=insecure)
I0308 11:22:54.813004375   11806 security_context.cc:252]    grpc_auth_context_add_property(ctx=0x2af634000de0, name=security_level, value=TSI_SECURITY_NONE, value_length=17)
I0308 11:22:54.813075697   11806 chttp2_server.cc:875]       connection_ref->Start(
D0308 11:22:54.813136619   11806 exec_ctx.cc:54]             closure 0xd4cba8 finished
D0308 11:22:54.813173650   11806 exec_ctx.cc:34]             running closure 0x2af634232890: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/transport/security_handshaker.cc:126]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/security_connector/insecure/insecure_security_connector.cc:102]
D0308 11:22:54.813392276   11806 exec_ctx.cc:54]             closure 0x2af634232890 finished
D0308 11:22:54.813436558   11806 exec_ctx.cc:34]             running closure 0x2af6342324a8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:198]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/security/transport/security_handshaker.cc:330]
I0308 11:22:54.813508860   11806 handshaker.cc:90]           handshake_manager 0x2af634232460: error="OK" shutdown=0 index=1, args={endpoint=0x2af634231f80, args=0x2af634232ea0 {size=6: grpc.primary_user_agent=grpc-c++/1.45.0, grpc.compression_enabled_algorithms_bitset=7, grpc.resource_quota=0xd4ee20, grpc.server_credentials=0xd4f330, grpc.internal.security_connector=0xd50940, grpc.auth_context=0x2af634000de0}, read_buffer=0x2af634232b20 (length=0), exit_early=0}
I0308 11:22:54.813550131   11806 handshaker.cc:123]          handshake_manager 0x2af634232460: handshaking complete -- scheduling on_handshake_done with error="OK"
I0308 11:22:54.813588082   11806 timer_generic.cc:447]       TIMER 0x2af6342324f8: CANCEL pending=true
D0308 11:22:54.813626943   11806 exec_ctx.cc:54]             closure 0x2af6342324a8 finished
D0308 11:22:54.813662084   11806 exec_ctx.cc:34]             running closure 0x2af634232538: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:204]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
D0308 11:22:54.813695915   11806 exec_ctx.cc:54]             closure 0x2af634232538 finished
D0308 11:22:54.813737146   11806 exec_ctx.cc:34]             running closure 0x2af634232580: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:200]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/handshaker.cc:131]
I0308 11:22:54.813858660   11806 combiner.cc:60]             C:0x2af634232a10 create
I0308 11:22:54.814983613   11806 timer_generic.cc:344]       TIMER 0x2af634235548: SET 7203670 now 3670 call 0x2af634235428[0x2af61d5aeb53]
I0308 11:22:54.815046955   11806 timer_generic.cc:382]         .. add to shard 19 with queue_deadline_cap=4212 => is_first_timer=false
I0308 11:22:54.815152918   11806 chttp2_transport.cc:795]    W:0x2af634232ec0 SERVER [ipv4:12.8.10.79:37288] state IDLE -> WRITING [TRANSPORT_FLOW_CONTROL]
I0308 11:22:54.815202989   11806 combiner.cc:319]            C:0x2af634232a10 grpc_combiner_execute_finally c=0x2af634232fd8; ac=(nil)
I0308 11:22:54.815242520   11806 combiner.cc:132]            C:0x2af634232a10 grpc_combiner_execute c=0x2af634237190 last=1
I0308 11:22:54.815283341   11806 chttp2_transport.cc:795]    W:0x2af634232ec0 SERVER [ipv4:12.8.10.79:37288] state WRITING -> WRITING+MORE [INITIAL_WRITE]
I0308 11:22:54.815374564   11806 init.cc:198]                grpc_init(void)
I0308 11:22:54.815883439   11806 channel_stack.cc:110]       CHANNEL_STACK: init SERVER_CHANNEL
I0308 11:22:54.815938061   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter server
I0308 11:22:54.815979432   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter server-auth
I0308 11:22:54.816014373   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter message_size
I0308 11:22:54.816045714   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter deadline
I0308 11:22:54.816077305   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter http-server
I0308 11:22:54.816107935   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter message_decompress
I0308 11:22:54.816139986   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter message_compress
I0308 11:22:54.816171347   11806 channel_stack.cc:112]       CHANNEL_STACK:   filter connected
I0308 11:22:54.816252160   11806 ref_counted.h:75]           auth_context_refcount:0x2af634000de0 ref 5 -> 6
D0308 11:22:54.816671572   11806 transport.h:158]            SERVER_CHANNEL 0x2af634237970:0x2af6342378f0 REF connectivity
I0308 11:22:54.816744644   11806 ref_counted.h:115]          stream_refcount:0x2af634237970 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 1 -> 2 connectivity
I0308 11:22:54.816938640   11806 chttp2_transport.cc:1847]   perform_transport_op[t=0x2af634232ec0]:  START_CONNECTIVITY_WATCH:watcher=0x2af634237470:from=IDLE SET_ACCEPT_STREAM:0x2af61d7c1f9c(0x2af634237a60,...)
I0308 11:22:54.816981361   11806 combiner.cc:132]            C:0x2af634232a10 grpc_combiner_execute c=0x2af634237ef0 last=3
I0308 11:22:54.817048593   11806 combiner.cc:132]            C:0x2af634232a10 grpc_combiner_execute c=0x2af6342330b0 last=5
I0308 11:22:54.817086974   11806 timer_generic.cc:344]       TIMER 0x2af634232370: SET 123670 now 3670 call 0x2af6342323b0[0x2af61d59a2ea]
I0308 11:22:54.817132665   11806 timer_generic.cc:382]         .. add to shard 10 with queue_deadline_cap=4212 => is_first_timer=false
D0308 11:22:54.817232578   11806 exec_ctx.cc:54]             closure 0x2af634232580 finished
I0308 11:22:54.817278970   11806 combiner.cc:198]            C:0x2af634232a10 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:22:54.817315311   11806 combiner.cc:220]            C:0x2af634232a10 maybe_finish_one n=0x2af634237190
I0308 11:22:54.817351712   11806 combiner.cc:319]            C:0x2af634232a10 grpc_combiner_execute_finally c=0x2af634232fd8; ac=0x2af634232a10
I0308 11:22:54.817386873   11806 combiner.cc:276]            C:0x2af634232a10 finish old_state=9
I0308 11:22:54.817422234   11806 combiner.cc:198]            C:0x2af634232a10 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:22:54.817456185   11806 combiner.cc:220]            C:0x2af634232a10 maybe_finish_one n=0x2af634237ef0
I0308 11:22:54.817502576   11806 connectivity_state.cc:122]  ConnectivityStateTracker server_transport[0x2af634233238]: add watcher 0x2af634237470
I0308 11:22:54.817540127   11806 connectivity_state.cc:129]  ConnectivityStateTracker server_transport[0x2af634233238]: notifying watcher 0x2af634237470: IDLE -> READY
I0308 11:22:54.817665641   11806 combiner.cc:276]            C:0x2af634232a10 finish old_state=7
D0308 11:22:54.817708082   11806 exec_ctx.cc:34]             running closure 0x2af6342375e8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/connectivity_state.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/connectivity_state.cc:71]
I0308 11:22:54.817765254   11806 connectivity_state.cc:79]   watcher 0x2af634237470: delivering async notification for READY (OK)
D0308 11:22:54.817810275   11806 exec_ctx.cc:54]             closure 0x2af6342375e8 finished
D0308 11:22:54.817844876   11806 exec_ctx.cc:34]             running closure 0x2af634237e10: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1839]
D0308 11:22:54.817885967   11806 exec_ctx.cc:54]             closure 0x2af634237e10 finished
I0308 11:22:54.817921388   11806 combiner.cc:198]            C:0x2af634232a10 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:22:54.817956419   11806 combiner.cc:220]            C:0x2af634232a10 maybe_finish_one n=0x2af6342330b0
I0308 11:22:54.817995101   11806 timer_generic.cc:447]       TIMER 0x2af634235548: CANCEL pending=true
I0308 11:22:54.818042562   11806 rdma_cm.cc:347]             RDMA_READ CALLED
D0308 11:22:54.818084483   11806 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2af634231a00 curr=0 closure=0x2af634232128
I0308 11:22:54.818123954   11806 combiner.cc:276]            C:0x2af634232a10 finish old_state=5
D0308 11:22:54.818159005   11806 exec_ctx.cc:34]             running closure 0x2af634235428: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:449]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
I0308 11:22:54.818194016   11806 combiner.cc:132]            C:0x2af634232a10 grpc_combiner_execute c=0x2af634235428 last=3
D0308 11:22:54.818227327   11806 exec_ctx.cc:54]             closure 0x2af634235428 finished
I0308 11:22:54.818260778   11806 combiner.cc:198]            C:0x2af634232a10 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0308 11:22:54.818294749   11806 combiner.cc:220]            C:0x2af634232a10 maybe_finish_one n=0x2af634235428
I0308 11:22:54.818329160   11806 timer_generic.cc:344]       TIMER 0x2af634235548: SET 7203670 now 3670 call 0x2af634235428[0x2af61d5aeb53]
I0308 11:22:54.818367281   11806 timer_generic.cc:382]         .. add to shard 19 with queue_deadline_cap=4212 => is_first_timer=false
I0308 11:22:54.818407303   11806 combiner.cc:276]            C:0x2af634232a10 finish old_state=5
I0308 11:22:54.818442434   11806 combiner.cc:198]            C:0x2af634232a10 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0308 11:22:54.818476225   11806 combiner.cc:250]            C:0x2af634232a10 execute_final[0] c=0x2af634232fd8
D0308 11:22:54.818602218   11806 flow_control.cc:117]        0x2af634235130[0][svr] | t updt sent | trw:                         65535, tlw:                       4194303, taw:              65535 -> 4194303, srw:                              , slw:                              , saw:                              
I0308 11:22:54.818645369   11806 chttp2_transport.cc:795]    W:0x2af634232ec0 SERVER [ipv4:12.8.10.79:37288] state WRITING+MORE -> WRITING [begin write in current thread]
I0308 11:22:54.818679750   11806 rdma_cm.cc:524]             RDMA_WRITE_CALLED
I0308 11:22:54.818737152   11806 rdma_cm.cc:534]             WRITE 0x2af634231f80 (peer=ipv4:12.8.10.79:37288): 00 00 18 04 00 00 00 00 00 00 04 00 3f ff ff 00 05 00 3f ff ff 00 06 00 00 20 00 fe 03 00 00 00 01 '............?.....?...... .......'
I0308 11:22:54.818777203   11806 rdma_cm.cc:534]             WRITE 0x2af634231f80 (peer=ipv4:12.8.10.79:37288): 00 00 04 08 00 00 00 00 00 00 3f 00 00 '..........?..'
I0308 11:22:54.818818435   11806 rdma_cm.cc:420]             Send a message 46
D0308 11:22:54.818858496   11806 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2af634231970 curr=0 closure=0x2af634232170
I0308 11:22:54.818896567   11806 combiner.cc:276]            C:0x2af634232a10 finish old_state=3
I0308 11:22:54.818935658   11806 ev_epollex_linux.cc:660]    PS:0xd57698 (pollable:0x2af634231a50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=1 (target:0)
I0308 11:22:54.818971089   11806 ev_posix.cc:325]            (polling-api) pollset_work(0xd57698, 11242) end
I0308 11:22:54.819007880   11806 ev_posix.cc:321]            (polling-api) pollset_work(0xd57698, 11242) begin
I0308 11:22:54.819055391   11806 ev_epollex_linux.cc:1117]   PS:0xd57698 work hdl=(nil) worker=0x2af62729c8e0 now=3670 deadline=11242 kwp=0 pollable=0x2af634231a50
I0308 11:22:54.819109163   11806 ev_epollex_linux.cc:935]    POLLABLE:0x2af634231a50[type=pollset epfd=12 wakeup=13] poll for 7572ms
I0308 11:22:54.819150044   11806 ev_epollex_linux.cc:954]    POLLABLE:0x2af634231a50 got 2 events
I0308 11:22:54.819185145   11806 ev_epollex_linux.cc:902]    PS:0xd57698 got fd 0x2af6342319c0: cancel=0 read=1 write=0
D0308 11:22:54.819217446   11806 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2af634231a00 curr=2af634232128
I0308 11:22:54.819251827   11806 ev_epollex_linux.cc:902]    PS:0xd57698 got fd 0x2af634231930: cancel=0 read=1 write=0
D0308 11:22:54.819284418   11806 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2af634231970 curr=2af634232170
D0308 11:22:54.819319169   11806 exec_ctx.cc:34]             running closure 0x2af634232128: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:671]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0308 11:22:54.819372881   11806 rdma_cm.cc:204]             Continue Read,Get a slice
I0308 11:22:54.819410092   11806 rdma_cm.cc:206]             A Message of 98 Bytes Received
I0308 11:22:54.819443723   11806 rdma_cm.cc:219]             A Message 82
I0308 11:22:54.819485174   11806 rdma_cm.cc:225]             MR_ADDR=0x2af634000bf0
I0308 11:22:54.822759750   11806 rdma_cm.cc:204]             Continue Read,Get a slice
I0308 11:22:54.822821261   11806 rdma_cm.cc:206]             A Message of 24 Bytes Received
I0308 11:22:54.822858523   11806 rdma_cm.cc:210]             A sms
I0308 11:22:54.822902544   11806 rdma_cm.cc:318]             Send a short message
I0308 11:22:54.822940215   11806 rdma_cm.cc:181]             Called_READCB
D0308 11:22:54.822985496   11806 exec_ctx.cc:54]             closure 0x2af634232128 finished
D0308 11:22:54.823020337   11806 exec_ctx.cc:34]             running closure 0x2af634232170: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:674]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0308 11:22:54.823056798   11806 rdma_cm.cc:443]             HANDLE_WRITE_CALLED
I0308 11:22:54.823093249   11806 rdma_cm.cc:479]             A Message sent
I0308 11:22:54.823125970   11806 rdma_cm.cc:365]             CALLED WRITE_CB
D0308 11:22:54.823160351   11806 exec_ctx.cc:54]             closure 0x2af634232170 finished
D0308 11:22:54.823193482   11806 exec_ctx.cc:34]             running closure 0x2af6342330b0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2548]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:197]
